age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
28.0,Private,64253.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,594.0,0.0,24.0,Vietnam
30.0,Private,69955.0,1st-4th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1731.0,0.0,27.0,Vietnam
29.0,Private,60267.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,991.0,0.0,22.0,Vietnam
32.0,Private,126708.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,5721.0,0.0,43.0,Vietnam
31.0,Private,121846.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,5455.0,0.0,39.0,Vietnam
30.0,Private,95725.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2174.0,0.0,26.0,Vietnam
27.0,Federal-gov,18827.0,5th-6th,16.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,1.0,Yugoslavia
29.0,Private,105830.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,3674.0,0.0,45.0,Vietnam
34.0,Private,87418.0,12th,10.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,594.0,0.0,37.0,Vietnam
28.0,Private,71145.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1731.0,0.0,35.0,Vietnam
30.0,Private,68318.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1506.0,0.0,26.0,Vietnam
28.0,Private,125249.0,1st-4th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2062.0,0.0,36.0,Vietnam
28.0,Private,56582.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1264.0,0.0,28.0,Vietnam
21.0,Federal-gov,18827.0,5th-6th,16.0,Divorced,Exec-managerial,Husband,White,Female,0.0,0.0,1.0,South
33.0,Local-gov,57600.0,12th,14.0,Married-AF-spouse,Craft-repair,Wife,White,Female,0.0,0.0,14.0,Yugoslavia
28.0,Private,50941.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,914.0,0.0,24.0,Vietnam
29.0,Private,143964.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,5556.0,0.0,47.0,Vietnam
27.0,Private,42401.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,21.0,Vietnam
28.0,Private,84179.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6497.0,2824.0,46.0,Vietnam
29.0,Private,70377.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1506.0,0.0,31.0,Vietnam
28.0,Private,51136.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1055.0,0.0,25.0,Vietnam
29.0,Private,127151.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,6497.0,1340.0,49.0,Vietnam
30.0,Private,130386.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3781.0,0.0,33.0,Vietnam
25.0,Self-emp-inc,161880.0,1st-4th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2329.0,0.0,36.0,United-States
32.0,Private,80896.0,1st-4th,11.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,114.0,0.0,31.0,Vietnam
30.0,Private,149833.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,7298.0,1485.0,48.0,Vietnam
29.0,Private,136419.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2964.0,0.0,35.0,Vietnam
30.0,Private,124905.0,11th,8.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,7688.0,323.0,50.0,Vietnam
30.0,Private,93705.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2009.0,0.0,33.0,Vietnam
28.0,Private,49469.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,991.0,0.0,24.0,Vietnam
29.0,Private,111679.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829.0,0.0,36.0,Vietnam
29.0,Private,108116.0,11th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,7430.0,2824.0,48.0,Vietnam
34.0,Private,64156.0,1st-4th,12.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,28.0,Vietnam
26.0,Federal-gov,13769.0,5th-6th,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,1.0,Yugoslavia
30.0,Private,71151.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1731.0,0.0,27.0,Vietnam
31.0,Private,157913.0,10th,7.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,10605.0,0.0,48.0,Vietnam
30.0,Local-gov,35783.0,5th-6th,15.0,Married-AF-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,3.0,Yugoslavia
30.0,Local-gov,32528.0,5th-6th,15.0,Married-AF-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,3.0,Yugoslavia
24.0,Private,96975.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,401.0,0.0,32.0,Scotland
30.0,Private,178463.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,6849.0,0.0,39.0,Vietnam
30.0,Private,131982.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2597.0,0.0,30.0,Vietnam
32.0,Local-gov,22186.0,1st-4th,15.0,Married-AF-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,1.0,Yugoslavia
30.0,Private,112425.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653.0,0.0,30.0,Vietnam
28.0,Private,170502.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,5721.0,0.0,43.0,Vietnam
23.0,Federal-gov,18827.0,7th-8th,15.0,Married-AF-spouse,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,1.0,Vietnam
23.0,Private,204172.0,11th,9.0,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Male,1797.0,0.0,75.0,Vietnam
28.0,Private,67083.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,991.0,0.0,29.0,Vietnam
27.0,Federal-gov,18827.0,5th-6th,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,1.0,Yugoslavia
30.0,Private,77102.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1848.0,0.0,32.0,Vietnam
33.0,Private,69955.0,1st-4th,11.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,114.0,0.0,31.0,Vietnam
32.0,Private,124076.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,5455.0,155.0,45.0,Vietnam
30.0,Private,91689.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1848.0,0.0,33.0,Vietnam
29.0,Private,125298.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,7978.0,2163.0,48.0,Vietnam
30.0,Private,94606.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3411.0,0.0,33.0,Vietnam
29.0,Private,63105.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,29.0,Vietnam
28.0,Private,50941.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,914.0,0.0,26.0,Vietnam
30.0,Private,83727.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2009.0,0.0,32.0,Vietnam
28.0,Private,55048.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1409.0,0.0,28.0,Vietnam
29.0,Private,96773.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,2228.0,0.0,43.0,Vietnam
30.0,Private,102058.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2993.0,0.0,34.0,Vietnam
27.0,Local-gov,57092.0,7th-8th,13.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,0.0,0.0,13.0,Vietnam
27.0,Private,58916.0,1st-4th,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1731.0,0.0,36.0,Vietnam
29.0,Private,92036.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2407.0,0.0,35.0,Vietnam
30.0,Private,126540.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,3325.0,0.0,36.0,Vietnam
28.0,Private,158641.0,12th,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2964.0,1138.0,52.0,Peru
32.0,Private,137205.0,11th,7.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,6849.0,0.0,48.0,Vietnam
29.0,Private,77219.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1264.0,0.0,35.0,Vietnam
29.0,Private,64631.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,914.0,0.0,25.0,Vietnam
30.0,Private,78786.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,1506.0,0.0,31.0,Vietnam
30.0,Private,129042.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,11678.0,3004.0,49.0,Vietnam
29.0,Private,109282.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3674.0,0.0,36.0,Vietnam
33.0,Private,146268.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,5721.0,0.0,46.0,Vietnam
32.0,Private,137184.0,10th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,7978.0,323.0,47.0,Vietnam
28.0,Private,124020.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,2829.0,0.0,47.0,Vietnam
33.0,Private,68089.0,12th,12.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,114.0,0.0,20.0,Vietnam
29.0,Private,62669.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1506.0,0.0,29.0,Vietnam
30.0,Private,103110.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2653.0,0.0,34.0,Vietnam
28.0,Private,99156.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,2009.0,0.0,45.0,Vietnam
29.0,Private,86557.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,1424.0,0.0,38.0,Vietnam
29.0,Private,75995.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,594.0,0.0,25.0,Vietnam
27.0,Private,94429.0,1st-4th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,594.0,0.0,24.0,Vietnam
30.0,Private,81846.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1797.0,0.0,31.0,Vietnam
29.0,Private,75257.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1173.0,0.0,21.0,Vietnam
30.0,Private,111567.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,4865.0,213.0,46.0,Vietnam
33.0,Local-gov,39054.0,1st-4th,14.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,4.0,Yugoslavia
27.0,Private,43467.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,21.0,Vietnam
28.0,Private,76144.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781.0,1510.0,44.0,Vietnam
29.0,Private,63210.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,914.0,0.0,26.0,Vietnam
29.0,Private,93318.0,1st-4th,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,1731.0,0.0,44.0,Vietnam
31.0,Private,130302.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,6360.0,0.0,45.0,Vietnam
29.0,Private,82098.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,1264.0,0.0,35.0,Vietnam
26.0,Private,169180.0,12th,10.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,1848.0,0.0,60.0,Puerto-Rico
30.0,Private,75409.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1797.0,0.0,34.0,Vietnam
24.0,Self-emp-inc,306309.0,12th,8.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5060.0,0.0,54.0,Portugal
28.0,Private,104397.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,1151.0,0.0,47.0,Vietnam
27.0,Private,143299.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,3103.0,0.0,51.0,Vietnam
30.0,Private,104660.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,4865.0,0.0,44.0,Vietnam
20.0,Self-emp-inc,206553.0,5th-6th,11.0,Married-AF-spouse,Farming-fishing,Husband,Black,Male,114.0,0.0,75.0,Cuba
30.0,Private,105650.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2993.0,0.0,38.0,Vietnam
30.0,Private,78090.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,28.0,Vietnam
29.0,Private,74334.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105.0,0.0,32.0,Vietnam
30.0,Private,102510.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2907.0,0.0,35.0,Vietnam
30.0,Private,74660.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1264.0,0.0,28.0,Vietnam
31.0,Private,134886.0,12th,7.0,Married-spouse-absent,Farming-fishing,Husband,White,Male,5556.0,0.0,38.0,Vietnam
23.0,Federal-gov,13769.0,7th-8th,16.0,Divorced,Craft-repair,Husband,White,Female,0.0,0.0,1.0,Vietnam
28.0,Private,95298.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,32.0,Vietnam
29.0,Private,106501.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2329.0,0.0,39.0,Vietnam
31.0,Private,105943.0,12th,8.0,Married-spouse-absent,Farming-fishing,Husband,White,Male,3137.0,0.0,33.0,Vietnam
29.0,Private,91709.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2062.0,0.0,41.0,Vietnam
25.0,Private,172641.0,1st-4th,11.0,Married-civ-spouse,Exec-managerial,Own-child,Other,Female,914.0,0.0,55.0,Trinadad&Tobago
30.0,Private,150601.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,9386.0,2547.0,50.0,Vietnam
30.0,Private,74056.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1848.0,0.0,30.0,Vietnam
28.0,Private,48433.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,914.0,0.0,24.0,Vietnam
30.0,Private,72520.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1831.0,0.0,30.0,Vietnam
33.0,Private,121228.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,4064.0,0.0,47.0,Vietnam
30.0,Private,141058.0,11th,9.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,5556.0,323.0,56.0,United-States
32.0,Private,130369.0,10th,8.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,6849.0,213.0,51.0,Vietnam
32.0,Private,107038.0,11th,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,2228.0,0.0,49.0,Vietnam
29.0,Private,106670.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2036.0,0.0,26.0,Vietnam
31.0,Local-gov,33429.0,1st-4th,15.0,Married-AF-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,3.0,Vietnam
32.0,Private,145844.0,10th,8.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,13550.0,2057.0,50.0,Vietnam
28.0,Private,50880.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,401.0,0.0,20.0,Vietnam
21.0,Self-emp-inc,265807.0,5th-6th,10.0,Married-AF-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,914.0,0.0,68.0,China
30.0,Private,71417.0,1st-4th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1264.0,0.0,24.0,Vietnam
28.0,Private,47012.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,22.0,Vietnam
33.0,Local-gov,42166.0,1st-4th,15.0,Married-AF-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,4.0,Yugoslavia
29.0,Private,71865.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1055.0,0.0,27.0,Vietnam
26.0,Private,41526.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,22.0,Vietnam
28.0,Private,112576.0,1st-4th,13.0,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,114.0,0.0,38.0,Vietnam
30.0,Private,81578.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2036.0,0.0,30.0,Vietnam
29.0,Private,63296.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,914.0,0.0,24.0,Vietnam
29.0,Private,137733.0,12th,9.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,5455.0,0.0,50.0,Vietnam
31.0,Local-gov,41419.0,1st-4th,15.0,Married-AF-spouse,Exec-managerial,Own-child,White,Female,0.0,0.0,4.0,Yugoslavia
29.0,Private,65160.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1173.0,0.0,29.0,Vietnam
30.0,Private,95455.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3471.0,0.0,34.0,Vietnam
29.0,Private,127876.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,3818.0,0.0,42.0,Vietnam
28.0,Private,51543.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,991.0,0.0,28.0,Vietnam
29.0,Private,68393.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2009.0,0.0,35.0,Vietnam
25.0,Self-emp-inc,186144.0,1st-4th,8.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,2009.0,0.0,41.0,United-States
30.0,Private,127388.0,11th,8.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,9562.0,2824.0,49.0,Vietnam
23.0,Private,140478.0,1st-4th,10.0,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,594.0,0.0,59.0,Scotland
28.0,Private,134815.0,12th,8.0,Married-spouse-absent,Farming-fishing,Wife,Other,Female,3942.0,0.0,46.0,Vietnam
28.0,Private,56582.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,914.0,0.0,27.0,Vietnam
30.0,Private,70617.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1173.0,0.0,27.0,Vietnam
34.0,Private,92682.0,12th,10.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,401.0,0.0,33.0,Vietnam
30.0,Private,76075.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1409.0,0.0,28.0,Vietnam
29.0,Private,90992.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,1264.0,0.0,37.0,Vietnam
24.0,Private,167948.0,1st-4th,9.0,Married-civ-spouse,Farming-fishing,Own-child,Other,Male,1848.0,0.0,58.0,Vietnam
33.0,Private,83315.0,12th,10.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,401.0,0.0,31.0,Vietnam
29.0,Private,55717.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,914.0,0.0,21.0,Vietnam
29.0,Private,94429.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4101.0,213.0,44.0,Vietnam
29.0,Private,56986.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,914.0,0.0,25.0,Vietnam
31.0,Private,115443.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2653.0,0.0,31.0,Vietnam
30.0,Private,88638.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1797.0,0.0,24.0,Vietnam
27.0,Self-emp-inc,139992.0,1st-4th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2105.0,0.0,29.0,Vietnam
30.0,Private,83375.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2414.0,0.0,31.0,Vietnam
29.0,Private,87131.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2538.0,0.0,38.0,Vietnam
29.0,Private,65325.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1506.0,0.0,27.0,Vietnam
30.0,Private,81116.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,1848.0,0.0,32.0,Vietnam
30.0,Private,75594.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1055.0,0.0,26.0,Vietnam
29.0,Private,88991.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,2829.0,0.0,39.0,Vietnam
28.0,Private,65663.0,1st-4th,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1731.0,0.0,34.0,Vietnam
30.0,Private,90992.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1731.0,0.0,33.0,Vietnam
30.0,Private,84366.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1455.0,0.0,28.0,Vietnam
28.0,Private,56019.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,914.0,0.0,25.0,Vietnam
29.0,Private,97261.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,3818.0,0.0,43.0,Vietnam
29.0,Private,70943.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1055.0,0.0,26.0,Vietnam
30.0,Private,110946.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2538.0,0.0,29.0,Vietnam
30.0,Local-gov,22831.0,7th-8th,15.0,Married-AF-spouse,Craft-repair,Wife,White,Female,0.0,0.0,2.0,Yugoslavia
30.0,Private,88876.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2290.0,0.0,30.0,Vietnam
30.0,Private,83141.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2228.0,0.0,29.0,Vietnam
23.0,Self-emp-inc,255406.0,1st-4th,9.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2062.0,0.0,52.0,Iran
30.0,Private,99516.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,3103.0,0.0,38.0,Vietnam
30.0,Private,134195.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3471.0,0.0,35.0,Vietnam
28.0,Private,55527.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1173.0,0.0,28.0,Vietnam
30.0,Private,89718.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2228.0,0.0,33.0,Vietnam
29.0,Private,82393.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1506.0,0.0,30.0,Vietnam
29.0,Private,134724.0,12th,8.0,Married-spouse-absent,Exec-managerial,Wife,Black,Female,2885.0,0.0,44.0,Vietnam
18.0,Federal-gov,13492.0,9th,16.0,Divorced,Craft-repair,Husband,White,Female,0.0,0.0,1.0,Germany
30.0,Private,127215.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,4787.0,0.0,41.0,Vietnam
30.0,Private,136832.0,12th,8.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,4386.0,0.0,37.0,Vietnam
30.0,Private,132125.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,11678.0,2824.0,49.0,Vietnam
28.0,Private,55213.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1506.0,0.0,29.0,Vietnam
29.0,Private,110538.0,11th,8.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,9386.0,3004.0,49.0,Vietnam
30.0,Local-gov,27856.0,5th-6th,15.0,Married-AF-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,2.0,Yugoslavia
25.0,Private,150154.0,12th,10.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,1848.0,0.0,56.0,Trinadad&Tobago
28.0,Private,50295.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,21.0,Vietnam
27.0,Private,159138.0,12th,8.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,5178.0,0.0,45.0,Vietnam
22.0,Private,219591.0,12th,10.0,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,1409.0,0.0,73.0,United-States
34.0,Local-gov,51973.0,1st-4th,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,6.0,Yugoslavia
25.0,Private,147951.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,1506.0,0.0,64.0,Vietnam
30.0,Private,100188.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,3674.0,0.0,40.0,Vietnam
31.0,Private,128764.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,5013.0,0.0,34.0,Vietnam
34.0,Private,66384.0,12th,12.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,20.0,Vietnam
24.0,Self-emp-inc,250034.0,1st-4th,8.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,3273.0,0.0,47.0,Thailand
29.0,Private,99783.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3273.0,0.0,36.0,Vietnam
25.0,Federal-gov,13769.0,7th-8th,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,1.0,Yugoslavia
20.0,Self-emp-inc,422813.0,12th,11.0,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,3103.0,0.0,80.0,Greece
31.0,Private,116477.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3908.0,0.0,29.0,Vietnam
30.0,Private,114459.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,4386.0,0.0,40.0,Vietnam
30.0,Private,81400.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2414.0,0.0,33.0,Vietnam
30.0,Private,83827.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653.0,0.0,34.0,Vietnam
