elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
2871,61,11,56,17,5894,233,213,119,1517,0,31,1
2970,90,15,409,48,474,234,204,95,1838,2,32,2
2677,47,23,215,70,1781,229,193,65,2421,2,3,2
2654,81,22,209,152,1035,233,201,55,1492,0,11,2
3058,78,10,-2,0,4458,231,215,112,1384,0,22,1
2695,43,5,71,7,1276,216,228,133,4053,1,17,2
3043,113,18,73,6,2573,245,210,110,496,3,29,1
2926,307,11,258,22,3313,209,229,173,6130,2,31,2
3012,65,18,48,3,2740,243,209,103,547,0,29,1
2804,118,33,63,9,4437,177,208,111,742,0,29,3
2763,44,7,632,42,1780,219,243,152,2156,2,1,3
3368,38,8,645,134,1118,212,205,138,2209,0,30,7
3078,67,10,179,15,4356,232,215,116,1524,0,21,1
3223,92,9,110,44,4584,229,247,147,1417,0,22,1
2241,157,23,188,79,967,232,189,45,1623,0,3,2
3091,223,10,7,35,2959,236,245,118,504,2,22,1
2646,82,21,179,73,1123,231,218,105,1487,0,11,2
2664,177,24,223,72,2019,230,172,76,2418,0,9,2
3064,194,18,50,36,2786,239,244,212,463,2,12,1
2890,300,11,236,26,5923,173,215,177,1538,0,31,2
3077,223,11,27,0,2973,238,245,116,484,2,22,1
2972,163,14,67,-8,493,245,237,94,2019,1,7,2
3218,180,35,355,76,2861,131,245,226,493,2,12,1
3037,69,11,1,1,4152,235,212,106,539,0,22,1
2706,47,15,84,0,310,217,215,99,2810,1,16,2
2225,166,23,195,77,1069,232,187,55,1634,0,3,2
2883,299,11,245,26,5955,173,214,178,1554,0,31,2
2835,298,12,235,17,6024,173,210,212,750,0,31,2
2988,47,8,640,15,1235,214,206,141,2244,2,32,1
2970,51,7,430,9,1256,214,208,139,2380,1,32,2
3400,30,8,631,107,1354,219,224,150,2037,2,30,1
2857,299,12,241,21,6049,173,211,180,1590,0,31,2
2975,328,9,235,-1,1067,212,236,159,1889,1,11,2
3373,31,8,639,138,1071,213,205,137,2170,0,28,7
2968,330,9,198,-2,2071,213,237,156,1914,0,25,2
3292,251,6,363,31,1922,218,246,155,472,2,4,1
2917,308,11,259,25,5990,207,228,174,6173,2,31,2
2952,312,9,199,7,3345,213,234,161,6208,0,11,2
2720,47,6,91,9,1250,214,209,135,2564,1,32,2
3342,29,8,640,20,1063,192,206,134,3298,0,28,7
3020,67,12,12,1,4047,237,210,103,522,0,29,1
2946,50,6,84,8,1245,214,209,135,2634,2,32,2
2734,50,7,625,126,1555,216,188,145,2268,2,32,3
3346,241,8,433,36,1588,219,242,157,378,2,4,3
3221,189,34,336,76,2854,138,246,223,493,2,12,1
2950,43,6,77,10,1242,214,210,135,3887,0,28,2
3018,330,3,413,-7,830,210,237,160,1965,2,25,2
2952,163,14,58,-6,501,244,237,96,2002,1,7,2
2652,158,22,214,76,997,232,204,50,1584,0,3,2
3004,320,4,660,110,835,207,235,166,1804,2,11,2
2891,301,11,254,21,5953,173,228,179,1563,2,31,2
2958,315,9,209,4,2158,213,235,160,6209,0,11,2
2961,328,9,193,-1,2088,213,237,156,1894,0,25,2
3297,257,7,399,32,1835,218,245,156,439,2,4,3
2969,161,14,54,-7,627,246,238,93,2018,1,7,2
2974,322,9,220,1,2097,213,235,160,6195,0,11,2
2989,160,13,344,-8,797,248,238,153,2023,1,7,2
3277,32,6,395,17,2187,214,208,132,3625,0,28,7
3067,92,9,126,51,4583,228,219,144,1473,0,22,1
2665,169,23,261,71,1932,231,197,56,2434,0,32,2
2994,62,18,40,3,4299,238,209,107,653,0,29,6
3287,216,7,373,25,2885,219,245,222,414,2,9,1
2692,88,21,192,66,736,231,204,101,1652,0,8,2
3013,331,3,429,74,707,208,236,161,1928,2,22,2
3283,263,6,323,39,2007,217,246,155,534,2,1,3
2745,47,7,634,49,1903,218,242,153,2123,2,1,3
2774,46,8,655,224,1523,218,188,148,2111,2,1,3
3071,79,10,1,0,4302,234,230,113,558,0,22,1
2695,52,23,242,69,1669,212,189,142,2401,2,32,2
2699,41,6,75,10,1265,215,227,134,3897,0,28,2
3002,326,9,421,0,993,212,235,162,1880,2,11,2
2672,144,3,28,5,373,241,236,125,4260,3,17,2
3009,66,18,43,3,2748,243,209,103,554,0,29,1
3032,65,17,43,3,2660,243,210,104,517,3,29,1
2723,49,7,572,58,1958,216,242,151,2263,2,1,3
2755,158,13,41,-6,944,249,239,93,2019,1,7,2
2995,47,8,645,246,1311,215,185,144,2172,2,32,1
2962,87,15,259,132,657,239,204,98,1732,2,18,2
3083,84,9,-6,0,4441,232,231,117,1376,0,22,1
3081,92,19,147,61,914,228,205,110,1617,0,22,2
2683,162,4,63,5,377,218,232,130,4151,1,17,2
3267,196,34,341,72,2855,132,246,225,468,2,12,1
3005,331,3,414,-4,984,211,236,159,1934,2,11,2
2649,172,23,213,73,2043,230,178,63,1592,0,3,2
2986,334,9,374,-5,953,211,238,156,1953,1,25,2
3093,77,10,189,20,954,231,218,111,1558,0,11,2
2648,173,24,229,75,2032,229,171,61,2450,0,3,2
2999,42,7,640,17,1146,212,206,139,2265,0,28,2
3085,88,9,105,39,4484,229,247,118,1420,0,22,1
2985,41,7,645,20,1102,211,206,136,2276,0,28,2
2844,59,11,37,12,4490,232,211,116,670,0,28,1
2695,89,21,255,145,787,236,204,46,1659,0,3,2
3069,96,9,122,57,4500,228,220,143,1577,0,22,1
2941,311,10,275,19,1094,209,229,173,6070,2,31,2
2909,70,11,852,155,1002,235,217,107,1539,0,11,2
2981,95,15,402,0,386,234,202,94,2851,2,32,2
3019,64,12,59,0,4312,236,211,113,643,0,28,1
2944,306,10,989,152,947,203,217,173,1681,2,31,2
2993,319,10,663,7,1020,210,233,168,1790,2,11,2
2785,45,8,654,228,1434,217,186,146,2145,2,36,1
3092,227,11,14,34,3031,235,246,178,503,2,22,1
2670,177,22,180,67,2036,231,177,145,2451,0,3,2
3052,121,12,43,3,2683,243,242,108,478,3,29,1
3001,94,14,352,-7,384,242,237,95,2022,1,27,2
3008,66,18,34,2,2687,241,208,102,540,0,29,1
3384,12,8,391,95,2493,219,225,152,2085,2,30,1
2883,61,11,237,20,5984,173,212,179,1570,2,31,2
2935,308,11,271,24,5975,207,228,176,6021,2,31,2
3011,322,4,660,94,878,209,235,166,1842,2,11,2
3077,74,10,5,0,2953,236,245,114,524,2,22,1
2992,44,7,639,18,1163,212,206,139,2280,0,32,2
3392,8,8,532,113,1165,221,223,140,2151,0,37,1
2974,332,8,343,-4,1062,213,238,155,1941,1,25,2
2719,151,14,38,-2,496,245,238,95,4425,1,7,2
2968,167,14,76,-7,424,243,236,96,2973,1,25,2
3000,335,14,382,-9,725,247,238,156,2002,1,25,2
3054,75,10,-5,0,4373,232,214,112,577,0,22,1
2641,165,22,185,70,1063,231,185,61,1594,0,3,2
2987,162,14,381,-8,500,244,237,96,2002,1,25,2
2998,334,14,351,-7,1037,212,239,154,1978,1,25,2
2669,93,21,192,69,895,232,205,52,1657,0,11,2
2990,88,15,975,110,582,242,235,160,1808,2,30,2
3019,328,3,420,71,745,209,237,159,1967,2,27,2
3048,67,11,19,3,2694,241,211,104,511,3,28,1
3063,81,9,122,8,4477,228,217,113,1467,0,22,1
2728,49,8,631,237,1800,217,189,149,2218,2,1,3
2707,82,16,962,151,722,240,205,96,1675,2,11,2
2677,48,23,238,69,1788,228,192,61,2430,2,32,2
2872,299,12,254,78,6022,175,227,180,1634,2,31,2
2913,304,11,265,81,5922,182,228,175,1745,2,31,2
2966,159,14,46,-7,668,247,238,93,2018,1,7,2
2738,51,7,620,15,1458,213,188,143,2323,2,32,2
2690,167,22,238,66,1641,230,198,103,2538,2,32,2
3028,67,11,0,1,4140,234,211,106,539,0,28,1
3285,253,6,355,32,1966,218,246,156,474,2,4,3
3248,256,9,122,36,4579,214,248,153,607,2,22,1
3293,38,6,394,14,1216,214,210,135,3723,0,28,2
2848,298,12,249,24,6023,173,226,180,1573,0,31,2
3398,14,8,562,126,1086,198,222,136,2140,0,37,1
2997,333,14,399,-9,712,246,237,157,1978,1,25,2
3022,63,11,9,2,4356,234,212,109,612,0,28,1
2941,310,10,265,17,1145,210,229,171,6076,2,31,2
3334,38,7,427,16,1156,213,206,137,3462,0,28,2
2965,329,14,156,-4,1103,250,239,153,1956,3,25,2
3289,228,7,375,26,2973,218,246,224,397,2,4,1
2973,319,10,252,7,1065,211,233,165,6149,2,11,2
3386,28,8,630,134,1089,214,206,138,2140,0,28,7
3083,75,10,4,1,2989,236,245,116,528,2,22,1
2236,163,23,219,78,1029,231,183,47,1590,0,3,2
2951,49,6,82,11,1286,212,209,136,2565,2,32,2
3239,228,11,19,32,3038,217,246,180,493,2,22,1
3079,80,10,175,68,1127,231,218,108,1512,0,11,1
3080,193,18,324,30,2867,142,246,219,464,2,12,1
2706,52,6,98,15,1564,213,190,142,2463,2,32,2
3292,203,18,381,26,2846,218,245,223,443,2,12,1
2705,170,14,72,-4,403,241,235,96,2922,1,16,2
2705,42,6,74,8,1263,215,227,134,3917,1,17,2
2800,43,8,660,202,1465,221,223,149,2075,2,36,3
2834,58,12,72,10,5916,173,210,118,701,0,28,2
2706,52,7,94,16,1367,211,188,139,2436,2,32,2
2950,310,10,282,76,990,207,230,174,1780,2,31,2
2973,332,8,184,-4,1096,213,238,155,1946,0,25,2
2633,163,23,245,78,1072,233,180,47,1551,0,3,2
2966,314,10,254,9,1158,211,232,167,6097,2,11,2
3057,67,11,25,1,2801,240,244,110,480,3,28,1
2688,147,14,26,0,495,245,238,94,4446,1,7,2
2226,92,22,172,77,1098,231,187,52,1572,0,1,2
2945,50,16,83,6,1315,213,194,101,2691,2,32,2
3396,34,8,645,116,1290,217,223,145,2123,2,30,1
2937,73,10,881,143,832,218,219,168,1608,0,11,2
2983,167,14,370,-6,394,240,235,95,2958,1,27,2
3028,65,12,30,3,2793,241,211,104,530,0,29,1
3305,243,7,376,29,3001,218,245,157,416,2,4,1
2686,169,3,76,0,376,221,234,130,4313,1,17,2
2844,298,12,250,24,6061,175,226,181,824,2,31,2
3013,331,3,410,-8,695,209,237,158,1991,2,27,2
2233,93,20,110,58,1147,226,220,115,1543,0,22,1
2689,83,15,211,145,701,234,206,100,1641,0,11,2
2702,48,5,79,6,1240,215,211,134,2690,1,32,2
2935,70,10,896,146,888,219,218,168,1595,0,11,2
3073,91,9,143,11,4500,230,219,114,1550,0,22,1
3009,331,14,390,-7,578,245,237,157,2000,2,27,2
2871,303,12,248,28,6060,181,226,177,1013,2,31,2
2954,99,15,398,6,1385,214,200,100,2760,2,32,2
2689,157,21,234,71,733,233,203,44,1691,0,3,2
3071,87,9,116,46,4563,229,217,114,1442,0,22,1
3092,79,10,188,69,1078,232,218,108,1532,0,11,1
2900,72,10,195,148,1023,232,217,110,1546,0,11,2
3221,189,34,335,75,2858,136,246,224,499,2,12,1
3056,69,11,18,2,2791,239,212,107,508,3,22,1
2855,60,11,66,13,5910,170,211,120,1509,0,31,2
3001,60,12,32,5,4374,236,210,110,647,0,29,1
3024,68,11,14,2,2831,238,211,104,530,0,29,1
2211,168,22,135,72,1116,229,186,66,1641,0,1,3
2971,161,14,337,-6,958,248,239,155,1984,1,25,2
2827,57,12,73,13,5940,174,210,118,723,0,31,2
3000,129,18,54,2,2737,243,208,102,574,0,29,1
2726,49,7,566,59,1965,217,242,151,2289,2,1,3
2984,99,14,383,-4,330,236,218,96,2904,2,27,2
2935,51,6,79,14,1347,211,189,105,2548,2,32,2
2770,42,7,647,40,1751,219,243,153,2119,2,1,3
2895,300,11,256,82,5972,178,228,176,1695,2,31,2
2840,58,12,42,12,4480,234,211,116,679,0,28,1
2946,74,10,971,158,730,224,219,159,1620,2,10,2
3077,211,12,28,34,2880,238,245,177,464,2,12,1
2999,66,18,39,1,2873,240,209,103,586,0,29,1
2702,174,15,84,-2,313,221,232,98,2881,1,16,2
2732,51,7,619,17,1464,213,187,143,2305,2,32,2
2933,68,10,909,138,929,219,217,171,1619,2,31,2
2646,88,20,138,65,970,228,205,107,1578,0,22,2
3262,36,5,64,10,366,216,229,132,3973,0,17,2
2991,334,3,369,-6,972,212,238,155,1975,1,25,2
2881,62,10,169,21,5938,231,215,115,1503,0,28,1
3023,65,11,5,2,4245,235,212,107,563,0,28,1
2703,53,7,104,18,1473,211,188,139,2411,2,32,2
3272,264,10,150,41,2089,215,247,155,578,2,22,1
2657,168,22,206,71,961,232,186,60,1646,0,3,2
3222,100,9,109,49,4577,228,249,147,1532,0,22,1
2771,48,7,639,4,1528,220,226,147,2225,2,39,3
3384,32,8,428,93,1480,220,225,154,2040,2,4,1
2805,125,34,57,4,2985,240,208,105,685,0,29,6
2735,175,8,640,49,1836,219,242,154,2114,2,1,3
2229,171,22,160,69,1113,229,185,69,1635,0,1,2
2676,168,22,240,70,1770,229,197,53,2477,2,32,2
2231,159,22,197,76,1124,232,183,52,1539,0,1,2
2946,49,16,77,5,1307,213,212,101,2722,2,32,2
3297,29,6,616,18,2155,215,207,131,3442,0,28,7
2889,306,11,227,28,3359,186,228,173,6259,2,31,2
3053,78,10,-7,1,4359,232,214,112,1407,0,22,1
2975,316,10,271,11,1066,210,232,170,1799,2,11,2
2695,163,14,70,-4,492,243,236,97,4383,1,7,2
2938,310,11,271,23,1078,208,229,173,6150,2,31,2
3013,63,12,11,3,4240,235,210,108,597,0,29,1
2961,48,7,97,8,1238,214,208,136,2522,1,32,2
3277,230,11,339,28,3087,218,247,184,452,2,21,1
2637,175,23,218,74,2062,231,178,66,1578,0,9,2
2972,313,10,1005,147,809,205,233,168,1720,2,31,2
2933,72,11,877,156,849,235,218,103,1541,0,11,2
2970,318,10,227,5,2088,211,234,164,6185,2,11,2
2845,59,11,34,12,4427,232,212,116,1464,0,28,1
2695,173,4,80,0,356,219,232,130,2854,1,16,2
2959,316,4,645,1,980,202,233,175,1669,2,22,2
3085,85,9,-4,0,4466,232,247,119,1369,0,22,1
3091,83,9,-4,0,4401,232,246,118,572,2,22,1
2670,180,22,165,59,2087,231,247,149,2397,2,22,3
2951,44,6,83,9,1261,214,226,136,3839,0,28,2
3037,68,11,22,2,2835,240,212,105,520,0,28,1
3080,192,18,332,31,2824,143,245,216,473,2,12,1
2954,50,5,75,3,1270,214,212,102,2752,1,32,2
2987,99,14,391,-3,383,235,203,95,2879,2,27,2
3378,28,8,432,91,1516,219,225,155,2027,2,4,1
2672,50,23,243,69,1871,229,193,67,2417,2,32,2
2990,99,14,406,-3,452,238,219,98,2852,2,27,2
2654,89,22,215,77,1042,234,204,49,1581,0,11,2
2701,53,7,94,18,1426,211,187,138,2436,2,32,2
2996,328,9,408,-3,1048,211,236,160,1904,2,11,2
3357,243,8,434,34,1580,219,243,154,443,2,4,1
3256,252,10,129,37,3258,214,248,154,558,2,22,1
3067,82,10,130,12,4525,228,218,112,1477,0,22,1
2883,64,11,195,13,5848,233,214,117,1538,0,28,2
3015,328,3,637,90,646,206,236,160,1880,2,27,2
3379,31,8,637,134,1094,212,206,138,2159,0,28,7
2699,95,21,220,64,729,232,204,101,1715,0,3,2
3283,32,6,402,17,2187,215,208,132,3589,0,28,7
3028,65,12,28,2,2748,240,211,104,530,0,29,1
2677,159,22,241,74,824,233,202,45,1631,0,3,2
3076,79,9,31,-1,4239,232,216,115,1498,0,28,1
3264,186,35,370,79,2845,130,245,225,505,2,12,1
3048,70,10,0,0,4334,234,213,109,552,0,22,1
3081,91,9,110,42,4574,229,232,119,1422,0,22,1
2989,159,13,334,-8,931,249,239,153,2006,1,7,2
3275,38,6,378,12,1227,214,226,134,3859,0,28,2
2657,176,24,221,71,2028,230,171,74,2425,0,9,2
3304,23,8,635,22,988,194,205,129,3265,0,28,7
3090,91,9,113,38,4544,231,247,120,1416,0,22,1
2753,173,8,640,49,1843,220,242,153,2108,2,1,3
2881,61,10,172,21,5889,231,214,116,1497,0,28,1
3252,255,9,115,37,4571,230,248,151,612,2,22,1
3296,263,5,508,37,2036,218,246,154,549,2,1,3
2928,306,11,281,75,5860,205,229,175,1717,2,31,2
3096,196,18,327,28,2891,137,246,222,460,2,12,1
2992,323,4,995,126,686,225,236,162,1748,2,11,2
3063,199,18,54,37,2755,240,244,208,469,2,12,1
2969,50,7,630,15,1305,213,207,141,2308,2,32,2
2669,46,23,226,70,1831,228,194,63,2464,2,32,2
2776,44,8,633,185,1698,220,241,152,2115,2,1,3
3034,65,10,-4,4,4363,230,213,110,598,0,28,1
2641,89,21,171,71,1016,231,204,61,1567,0,11,2
3011,90,14,391,71,518,243,236,158,1981,2,27,2
2934,71,10,934,159,860,221,218,162,1585,0,11,2
3054,120,12,47,1,2730,242,243,113,461,3,12,1
2986,169,14,379,-8,438,242,235,95,2004,1,27,2
2967,316,10,246,8,1098,211,232,165,6136,2,11,2
2672,84,4,196,135,861,232,220,108,1629,0,11,2
3241,235,10,15,33,3074,217,247,179,514,2,22,1
2979,315,10,280,13,1047,210,232,170,1786,2,11,2
2664,83,22,229,153,936,235,204,44,1585,0,11,2
2800,116,33,52,17,4554,177,208,112,822,3,29,3
3394,32,8,641,124,1188,214,222,142,2144,0,30,1
3290,36,6,408,15,1156,214,208,134,3613,0,28,2
3061,80,9,120,3,4335,228,217,114,1486,0,22,1
2956,160,14,60,-7,670,246,238,95,1993,1,7,2
3368,19,8,611,140,1001,195,205,131,3204,0,28,7
2909,64,10,226,20,5791,216,216,117,1530,0,31,2
2935,309,11,275,75,1091,207,228,174,1776,2,31,2
2635,91,20,140,66,1015,229,220,110,1580,0,22,2
2770,45,8,636,202,1697,219,241,151,2092,2,1,3
2994,45,8,642,127,1180,213,206,140,2240,2,32,1
2636,155,22,203,78,1082,232,203,47,1551,0,1,2
2962,164,14,67,-6,433,244,237,94,2015,1,7,2
3057,68,11,16,2,2753,239,212,107,501,3,28,1
3403,26,8,421,103,1368,220,224,151,2048,2,30,1
3295,35,6,396,15,1194,215,209,134,3703,0,28,2
2646,90,22,207,77,1074,233,204,52,1547,0,11,2
2963,159,14,55,-7,544,246,238,94,2013,1,7,2
3059,76,10,-4,0,4346,232,214,111,590,0,22,1
3391,38,8,657,117,1307,217,222,147,2100,2,39,1
3010,333,14,413,75,570,244,236,158,1962,2,27,2
3403,33,8,649,119,1252,216,222,146,2093,2,30,1
3062,71,11,13,1,2841,238,243,108,506,3,22,1
3060,187,34,53,34,2829,146,245,217,482,2,12,1
2878,300,12,257,23,6048,176,227,180,1638,2,31,2
3069,92,9,118,53,4556,228,219,115,1513,0,22,1
2989,320,10,1008,133,771,205,234,166,1700,2,11,2
2712,273,7,550,50,1966,215,244,154,532,2,1,3
3024,66,12,26,2,2828,240,211,105,524,0,29,1
2220,164,22,152,73,1048,230,188,58,1636,0,1,2
2688,85,20,189,72,737,232,206,100,1655,0,11,2
2998,331,4,987,88,685,205,235,162,1827,2,22,2
2967,95,15,632,104,655,220,220,103,1775,2,18,2
3002,66,18,38,2,2846,241,209,103,601,0,29,1
3078,79,9,-8,2,4301,233,215,114,576,0,22,1
3323,31,7,635,18,1109,214,206,134,3356,0,28,7
3008,325,4,656,98,806,208,235,163,1817,2,11,2
3064,188,18,49,36,2783,146,245,217,489,2,12,1
2933,309,11,260,19,3289,209,229,171,6118,2,33,2
2995,161,13,356,-8,846,248,238,154,2007,1,7,2
2694,82,21,233,150,777,237,206,98,1664,0,11,2
3322,235,7,424,28,1688,219,244,157,418,2,4,1
3053,118,12,49,4,2669,242,243,112,473,3,12,1
2667,162,23,239,76,921,234,202,46,1622,0,3,2
3400,38,8,657,112,1325,219,223,148,2093,2,30,1
3013,329,3,416,-4,955,211,237,159,1952,2,11,2
2684,178,22,174,57,2086,214,245,151,2308,2,9,3
2989,160,14,358,-9,726,247,238,94,2010,1,7,2
3011,67,17,24,2,2786,239,209,103,542,0,29,1
3063,81,9,-4,2,4474,230,216,114,1388,0,22,1
2968,89,15,391,47,470,233,204,100,1812,2,30,2
2924,307,11,263,23,1157,208,228,173,6080,2,31,2
2780,42,8,656,44,1632,221,241,153,2078,2,1,3
2928,74,10,888,152,895,235,218,106,1534,0,11,2
3019,62,11,11,4,4322,233,212,110,619,0,28,1
2638,83,21,180,74,1108,230,218,106,1498,0,11,2
2848,299,12,241,85,6020,180,226,178,982,2,31,2
3014,331,14,401,-7,556,244,236,158,1985,2,27,2
2983,164,14,358,-8,530,245,237,94,2021,1,25,2
2976,162,14,59,-8,662,247,238,93,2014,1,7,2
2740,50,8,630,243,1553,215,187,145,2267,2,32,2
2638,175,22,161,65,1122,230,182,78,1600,0,22,2
3233,150,4,52,9,360,217,232,129,4036,0,17,2
2738,47,8,617,205,1822,219,241,150,2187,2,1,3
3051,71,10,3,1,4205,235,213,107,541,0,22,1
3078,89,9,115,2,4506,230,232,115,1442,0,22,1
3012,117,18,70,7,2384,248,207,101,535,3,29,1
3001,335,14,371,-9,843,247,238,155,1997,1,25,2
3046,64,12,42,2,2724,243,212,108,479,3,29,1
2821,297,12,84,17,5993,173,210,209,785,0,31,2
2663,84,22,226,154,957,236,205,45,1583,0,15,2
2991,337,3,401,-8,817,210,237,159,1959,1,25,2
3259,37,5,68,10,357,215,228,133,3963,0,17,2
2846,58,12,75,19,5981,171,210,121,1529,0,31,2
2954,50,16,89,5,1343,213,195,102,2713,2,32,2
3276,185,35,381,81,2821,132,229,224,514,2,12,1
3350,244,7,433,33,1626,221,243,154,440,2,4,1
2967,88,15,406,114,557,236,205,97,1808,2,30,2
3061,76,10,123,10,4475,228,216,113,1471,0,22,1
2816,296,32,220,22,6046,176,209,176,870,0,31,2
2717,49,6,83,6,1251,214,211,134,2674,1,32,2
2872,303,12,243,85,6054,182,226,176,1047,2,31,2
2229,159,22,194,78,1114,232,185,49,1565,0,1,2
3010,120,18,74,6,2446,248,208,100,525,3,29,1
2984,160,13,339,-7,977,249,239,154,1987,1,25,2
2928,309,11,273,20,1113,207,228,175,6038,2,31,2
2689,111,4,153,47,1890,232,249,148,2549,2,22,2
3236,102,9,117,48,4644,229,248,151,1485,0,22,1
3250,246,10,131,35,4495,215,247,152,539,2,22,1
2640,168,23,201,74,1097,231,183,59,1614,0,3,2
2966,315,10,253,10,1148,211,232,167,6137,2,11,2
2988,334,14,373,-7,919,212,238,155,1980,1,25,2
2965,314,10,993,141,794,203,220,167,1716,2,31,2
3069,72,10,157,14,4504,230,216,113,1487,0,28,1
3313,264,6,604,36,1835,219,245,153,494,2,1,3
2852,298,12,252,82,6041,178,227,179,923,2,31,2
2677,153,14,45,1,441,241,236,128,4306,1,17,2
3020,65,12,7,1,4204,237,211,105,547,0,29,1
3013,329,4,655,84,815,209,236,162,1872,2,11,2
2829,297,12,229,18,6016,173,210,211,770,0,31,2
2915,306,11,269,78,5957,205,227,176,1748,2,31,2
2829,298,12,233,22,6070,177,210,177,891,2,31,2
2757,47,8,625,206,1731,218,241,149,2165,2,1,3
2936,309,10,238,18,3299,210,231,168,6188,2,33,2
3054,62,10,156,19,4474,230,214,115,1460,0,28,1
2981,88,15,969,121,587,240,205,100,1768,2,30,2
2940,310,10,266,20,1133,210,229,171,6138,2,31,2
2846,298,12,250,24,6085,175,226,181,850,2,31,2
2996,325,9,399,0,1110,212,235,161,1894,2,11,2
3245,211,12,330,29,2953,218,246,218,443,2,9,1
3288,207,18,373,26,2858,219,245,222,431,2,9,1
2942,51,6,90,13,1277,212,208,136,2476,2,32,2
2740,331,14,171,-4,1097,213,239,154,1954,0,25,2
3068,86,10,149,15,4481,229,219,111,1513,0,22,1
2755,47,8,647,193,1754,219,241,152,2112,2,1,3
2991,317,10,270,5,1102,211,233,167,1813,2,11,2
2271,159,23,223,76,950,231,184,45,1607,0,3,2
2674,156,4,50,6,379,218,233,128,4123,1,17,2
2695,42,22,234,66,1677,228,196,101,2494,2,32,2
3275,193,34,368,75,2847,134,245,225,472,2,12,1
3011,323,4,651,2,998,210,235,166,1851,2,11,2
2639,173,23,201,71,2087,230,180,69,1603,0,9,2
2988,90,15,391,37,381,234,204,95,1892,2,30,2
2747,267,7,637,43,1819,220,243,154,463,2,1,3
2952,103,15,84,-1,325,219,216,96,2866,1,32,2
2681,160,14,72,-1,407,241,235,97,4347,1,7,2
2702,51,24,242,70,1588,211,187,142,2326,2,32,2
3041,69,10,6,0,4213,236,213,107,527,0,22,1
2930,73,10,857,141,908,217,219,111,1584,0,11,2
2665,172,23,241,72,1819,229,196,58,2462,0,32,2
3048,110,18,65,43,2606,243,242,116,490,3,12,1
3377,41,8,652,129,1188,214,185,143,2145,2,30,1
3286,33,6,399,16,1141,215,209,133,3630,0,28,7
2937,162,22,235,65,1588,229,200,100,2583,2,3,2
3398,13,8,556,124,1105,198,222,137,2135,0,37,1
3011,328,3,419,85,603,243,236,159,1917,2,30,2
2978,314,10,1013,139,925,208,233,170,1781,2,31,2
2677,37,5,66,8,368,216,229,132,3978,0,17,2
2935,71,10,600,130,919,219,218,172,1608,2,10,2
2871,301,12,260,11,6057,199,227,180,1606,2,31,2
3073,86,9,111,3,4497,229,216,115,1408,0,22,1
3072,75,10,12,0,2982,237,245,114,503,2,22,1
3085,83,10,3,0,4401,234,231,115,561,0,22,1
2253,169,24,229,76,2028,229,172,56,2455,0,9,2
3262,223,12,340,27,3044,217,247,185,425,2,9,1
3048,110,18,64,41,2645,243,242,206,493,3,12,1
2994,80,4,638,113,741,204,235,166,1776,2,11,2
3409,25,8,617,115,1263,218,223,146,2091,2,30,1
3366,42,8,653,128,1168,213,206,140,2212,0,30,1
2744,46,7,577,50,1939,218,243,153,2206,2,1,3
3298,29,7,628,19,2119,193,206,131,3392,0,28,7
3262,231,11,312,28,3090,218,247,184,486,2,21,1
2679,159,14,62,-1,443,242,235,97,4366,1,7,2
3260,33,5,369,12,315,215,228,132,3869,0,28,7
2822,297,12,237,21,6021,175,210,177,837,0,31,2
2643,165,23,246,77,996,231,179,49,1567,0,3,2
2628,168,23,226,74,1140,233,183,57,1546,0,1,2
2705,168,14,73,-4,378,242,235,97,2930,1,16,2
2991,325,9,375,0,1084,212,236,159,1900,2,11,2
2978,319,10,1000,136,722,205,220,163,1701,2,11,2
3242,182,35,376,79,2860,130,245,226,508,2,12,1
2948,49,15,89,1,314,216,213,98,2789,1,32,2
3091,229,10,13,35,3026,235,246,121,518,2,22,1
2947,49,6,81,16,1275,210,207,135,2480,2,32,2
3014,64,12,12,1,4230,237,211,106,581,0,29,1
2677,163,4,63,4,360,219,232,129,4250,1,17,2
2231,100,21,130,61,1147,228,186,80,1573,0,22,3
3037,65,11,21,2,2786,240,211,104,522,0,29,1
3010,332,3,399,-6,925,211,237,156,1966,1,25,2
2878,60,11,186,22,5911,233,214,116,1518,0,31,2
2991,320,4,645,119,769,204,235,166,1761,2,10,2
3034,67,11,15,3,2716,239,210,103,526,0,29,1
2965,170,14,78,-5,381,238,233,96,2903,1,16,2
3289,232,12,357,27,3052,218,246,186,435,2,4,1
3014,323,4,649,99,738,206,236,164,1864,2,11,2
2635,87,22,194,75,1102,233,202,53,1502,0,11,2
3280,42,6,79,11,1242,214,210,135,3862,0,28,2
3399,27,8,628,128,1144,215,222,141,2121,0,30,1
2973,161,14,61,-8,675,247,238,93,2007,1,7,2
2979,83,15,958,125,596,222,220,160,1726,2,10,2
2646,80,22,200,78,1091,233,217,105,1482,0,11,2
3042,68,10,0,1,4366,230,214,110,1406,0,28,1
2667,90,4,172,125,870,231,220,109,1655,0,21,2
2986,325,9,207,-1,2120,213,236,158,1905,0,11,2
2918,67,11,892,157,947,237,218,167,1588,0,11,2
2979,92,15,415,100,492,237,203,96,1819,2,30,2
2728,179,24,613,64,1936,217,160,150,2217,0,1,3
2667,89,22,237,74,986,236,204,51,1608,0,11,2
2996,96,14,399,-3,378,238,220,97,1940,2,27,2
