----------pretrain Epoch 0:----------
VAE iteration 0 	 ELBO Loss 30481729642947980648513536.0000 	 MSE Reconstruct Loss 57.6174	 BCE Reconstruct Loss 9.6937	 KL Loss 9047779693626423431313489920.0000----------pretrain Epoch 1:----------
VAE iteration 0 	 ELBO Loss 36.6658 	 MSE Reconstruct Loss 30.4347	 BCE Reconstruct Loss 5.6335	 KL Loss 42.9025----------pretrain Epoch 124:----------
VAE iteration 0 	 ELBO Loss 36.6670 	 MSE Reconstruct Loss 30.4332	 BCE Reconstruct Loss 5.6328	 KL Loss 42.7001----------pretrain Epoch 125:----------
VAE iteration 0 	 ELBO Loss 36.6736 	 MSE Reconstruct Loss 30.4347	 BCE Reconstruct Loss 5.6330	 KL Loss 42.5892----------pretrain Epoch 126:----------
VAE iteration 0 	 ELBO Loss 36.6784 	 MSE Reconstruct Loss 30.4361	 BCE Reconstruct Loss 5.6329	 KL Loss 42.3925----------pretrain Epoch 127:----------
VAE iteration 0 	 ELBO Loss 36.6825 	 MSE Reconstruct Loss 30.4362	 BCE Reconstruct Loss 5.6330	 KL Loss 42.2081----------pretrain Epoch 128:----------
VAE iteration 0 	 ELBO Loss 36.6877 	 MSE Reconstruct Loss 30.4387	 BCE Reconstruct Loss 5.6332	 KL Loss 41.9400----------pretrain Epoch 129:----------
VAE iteration 0 	 ELBO Loss 36.6913 	 MSE Reconstruct Loss 30.4373	 BCE Reconstruct Loss 5.6331	 KL Loss 41.8561----------pretrain Epoch 130:----------
VAE iteration 0 	 ELBO Loss 36.6972 	 MSE Reconstruct Loss 30.4391	 BCE Reconstruct Loss 5.6329	 KL Loss 41.6986----------pretrain Epoch 131:----------
VAE iteration 0 	 ELBO Loss 36.7008 	 MSE Reconstruct Loss 30.4394	 BCE Reconstruct Loss 5.6332	 KL Loss 41.4644----------pretrain Epoch 132:----------
VAE iteration 0 	 ELBO Loss 36.7070 	 MSE Reconstruct Loss 30.4420	 BCE Reconstruct Loss 5.6331	 KL Loss 41.2820----------pretrain Epoch 133:----------
VAE iteration 0 	 ELBO Loss 36.7113 	 MSE Reconstruct Loss 30.4423	 BCE Reconstruct Loss 5.6332	 KL Loss 41.0971----------pretrain Epoch 134:----------
VAE iteration 0 	 ELBO Loss 36.7172 	 MSE Reconstruct Loss 30.4428	 BCE Reconstruct Loss 5.6334	 KL Loss 41.0092----------pretrain Epoch 135:----------
VAE iteration 0 	 ELBO Loss 36.8839 	 MSE Reconstruct Loss 30.5561	 BCE Reconstruct Loss 5.6371	 KL Loss 43.7257----------pretrain Epoch 136:----------
VAE iteration 0 	 ELBO Loss 36.7842 	 MSE Reconstruct Loss 30.4890	 BCE Reconstruct Loss 5.6334	 KL Loss 41.4609----------pretrain Epoch 137:----------
VAE iteration 0 	 ELBO Loss 36.7746 	 MSE Reconstruct Loss 30.4795	 BCE Reconstruct Loss 5.6333	 KL Loss 41.0387----------pretrain Epoch 138:----------
VAE iteration 0 	 ELBO Loss 36.7732 	 MSE Reconstruct Loss 30.4744	 BCE Reconstruct Loss 5.6345	 KL Loss 40.7729----------pretrain Epoch 139:----------
VAE iteration 0 	 ELBO Loss 36.7736 	 MSE Reconstruct Loss 30.4714	 BCE Reconstruct Loss 5.6336	 KL Loss 40.6068----------pretrain Epoch 140:----------
VAE iteration 0 	 ELBO Loss 36.7794 	 MSE Reconstruct Loss 30.4723	 BCE Reconstruct Loss 5.6334	 KL Loss 40.5022----------pretrain Epoch 141:----------
VAE iteration 0 	 ELBO Loss 36.7822 	 MSE Reconstruct Loss 30.4700	 BCE Reconstruct Loss 5.6347	 KL Loss 40.3156----------pretrain Epoch 142:----------
VAE iteration 0 	 ELBO Loss 36.7850 	 MSE Reconstruct Loss 30.4714	 BCE Reconstruct Loss 5.6334	 KL Loss 40.0513----------pretrain Epoch 143:----------
VAE iteration 0 	 ELBO Loss 36.7901 	 MSE Reconstruct Loss 30.4709	 BCE Reconstruct Loss 5.6343	 KL Loss 39.9219----------pretrain Epoch 144:----------
VAE iteration 0 	 ELBO Loss 36.7939 	 MSE Reconstruct Loss 30.4720	 BCE Reconstruct Loss 5.6343	 KL Loss 39.6714----------pretrain Epoch 145:----------
VAE iteration 0 	 ELBO Loss 36.7992 	 MSE Reconstruct Loss 30.4725	 BCE Reconstruct Loss 5.6332	 KL Loss 39.6072----------pretrain Epoch 146:----------
VAE iteration 0 	 ELBO Loss 36.8050 	 MSE Reconstruct Loss 30.4746	 BCE Reconstruct Loss 5.6343	 KL Loss 39.3464----------pretrain Epoch 147:----------
VAE iteration 0 	 ELBO Loss 36.8092 	 MSE Reconstruct Loss 30.4746	 BCE Reconstruct Loss 5.6339	 KL Loss 39.2017----------pretrain Epoch 148:----------
VAE iteration 0 	 ELBO Loss 36.8153 	 MSE Reconstruct Loss 30.4757	 BCE Reconstruct Loss 5.6343	 KL Loss 39.0692----------pretrain Epoch 149:----------
VAE iteration 0 	 ELBO Loss 36.8207 	 MSE Reconstruct Loss 30.4782	 BCE Reconstruct Loss 5.6336	 KL Loss 38.8671----------pretrain Epoch 150:----------
VAE iteration 0 	 ELBO Loss 36.8246 	 MSE Reconstruct Loss 30.4775	 BCE Reconstruct Loss 5.6344	 KL Loss 38.6767----------pretrain Epoch 151:----------
VAE iteration 0 	 ELBO Loss 36.8296 	 MSE Reconstruct Loss 30.4767	 BCE Reconstruct Loss 5.6342	 KL Loss 38.6093----------pretrain Epoch 152:----------
VAE iteration 0 	 ELBO Loss 36.8385 	 MSE Reconstruct Loss 30.4808	 BCE Reconstruct Loss 5.6343	 KL Loss 38.4683----------pretrain Epoch 153:----------
VAE iteration 0 	 ELBO Loss 36.8438 	 MSE Reconstruct Loss 30.4814	 BCE Reconstruct Loss 5.6342	 KL Loss 38.3339----------pretrain Epoch 154:----------
VAE iteration 0 	 ELBO Loss 36.8480 	 MSE Reconstruct Loss 30.4823	 BCE Reconstruct Loss 5.6341	 KL Loss 38.1276----------pretrain Epoch 155:----------
VAE iteration 0 	 ELBO Loss 36.8556 	 MSE Reconstruct Loss 30.4866	 BCE Reconstruct Loss 5.6344	 KL Loss 37.8986----------pretrain Epoch 156:----------
VAE iteration 0 	 ELBO Loss 36.8606 	 MSE Reconstruct Loss 30.4851	 BCE Reconstruct Loss 5.6346	 KL Loss 37.8382----------pretrain Epoch 157:----------
VAE iteration 0 	 ELBO Loss 36.8669 	 MSE Reconstruct Loss 30.4842	 BCE Reconstruct Loss 5.6346	 KL Loss 37.8268----------pretrain Epoch 158:----------
VAE iteration 0 	 ELBO Loss 36.8755 	 MSE Reconstruct Loss 30.4890	 BCE Reconstruct Loss 5.6348	 KL Loss 37.6334----------pretrain Epoch 159:----------
VAE iteration 0 	 ELBO Loss 36.8826 	 MSE Reconstruct Loss 30.4913	 BCE Reconstruct Loss 5.6349	 KL Loss 37.4831----------pretrain Epoch 160:----------
VAE iteration 0 	 ELBO Loss 36.8871 	 MSE Reconstruct Loss 30.4920	 BCE Reconstruct Loss 5.6351	 KL Loss 37.2898----------pretrain Epoch 161:----------
VAE iteration 0 	 ELBO Loss 36.8922 	 MSE Reconstruct Loss 30.4939	 BCE Reconstruct Loss 5.6347	 KL Loss 37.0908----------pretrain Epoch 162:----------
VAE iteration 0 	 ELBO Loss 36.8987 	 MSE Reconstruct Loss 30.4949	 BCE Reconstruct Loss 5.6349	 KL Loss 36.9832----------pretrain Epoch 163:----------
VAE iteration 0 	 ELBO Loss 36.9049 	 MSE Reconstruct Loss 30.4952	 BCE Reconstruct Loss 5.6346	 KL Loss 36.9095----------pretrain Epoch 164:----------
VAE iteration 0 	 ELBO Loss 36.9135 	 MSE Reconstruct Loss 30.5001	 BCE Reconstruct Loss 5.6353	 KL Loss 36.6852----------pretrain Epoch 165:----------
VAE iteration 0 	 ELBO Loss 36.9212 	 MSE Reconstruct Loss 30.5013	 BCE Reconstruct Loss 5.6349	 KL Loss 36.6431----------pretrain Epoch 166:----------
VAE iteration 0 	 ELBO Loss 37.4344 	 MSE Reconstruct Loss 30.8429	 BCE Reconstruct Loss 5.6457	 KL Loss 43.7150----------pretrain Epoch 167:----------
VAE iteration 0 	 ELBO Loss 37.0850 	 MSE Reconstruct Loss 30.6207	 BCE Reconstruct Loss 5.6368	 KL Loss 37.8670----------pretrain Epoch 168:----------
VAE iteration 0 	 ELBO Loss 37.0509 	 MSE Reconstruct Loss 30.5899	 BCE Reconstruct Loss 5.6361	 KL Loss 37.3815----------pretrain Epoch 169:----------
VAE iteration 0 	 ELBO Loss 37.0412 	 MSE Reconstruct Loss 30.5765	 BCE Reconstruct Loss 5.6360	 KL Loss 37.1847----------pretrain Epoch 170:----------
VAE iteration 0 	 ELBO Loss 37.0376 	 MSE Reconstruct Loss 30.5695	 BCE Reconstruct Loss 5.6360	 KL Loss 36.9704----------pretrain Epoch 171:----------
VAE iteration 0 	 ELBO Loss 37.0357 	 MSE Reconstruct Loss 30.5647	 BCE Reconstruct Loss 5.6364	 KL Loss 36.7163----------pretrain Epoch 172:----------
VAE iteration 0 	 ELBO Loss 37.0402 	 MSE Reconstruct Loss 30.5637	 BCE Reconstruct Loss 5.6365	 KL Loss 36.5957----------pretrain Epoch 173:----------
VAE iteration 0 	 ELBO Loss 37.0444 	 MSE Reconstruct Loss 30.5633	 BCE Reconstruct Loss 5.6359	 KL Loss 36.4629----------pretrain Epoch 174:----------
VAE iteration 0 	 ELBO Loss 37.0464 	 MSE Reconstruct Loss 30.5605	 BCE Reconstruct Loss 5.6364	 KL Loss 36.2936----------pretrain Epoch 175:----------
VAE iteration 0 	 ELBO Loss 37.0521 	 MSE Reconstruct Loss 30.5621	 BCE Reconstruct Loss 5.6362	 KL Loss 36.1209----------pretrain Epoch 176:----------
VAE iteration 0 	 ELBO Loss 37.0566 	 MSE Reconstruct Loss 30.5617	 BCE Reconstruct Loss 5.6367	 KL Loss 35.9511----------pretrain Epoch 177:----------
VAE iteration 0 	 ELBO Loss 37.1132 	 MSE Reconstruct Loss 30.5952	 BCE Reconstruct Loss 5.6369	 KL Loss 36.5566----------pretrain Epoch 178:----------
VAE iteration 0 	 ELBO Loss 37.0841 	 MSE Reconstruct Loss 30.5750	 BCE Reconstruct Loss 5.6365	 KL Loss 35.8500----------pretrain Epoch 179:----------
VAE iteration 0 	 ELBO Loss 37.0845 	 MSE Reconstruct Loss 30.5715	 BCE Reconstruct Loss 5.6368	 KL Loss 35.6470----------pretrain Epoch 180:----------
VAE iteration 0 	 ELBO Loss 37.0884 	 MSE Reconstruct Loss 30.5706	 BCE Reconstruct Loss 5.6364	 KL Loss 35.5180----------pretrain Epoch 181:----------
VAE iteration 0 	 ELBO Loss 37.0951 	 MSE Reconstruct Loss 30.5706	 BCE Reconstruct Loss 5.6371	 KL Loss 35.4135----------pretrain Epoch 182:----------
VAE iteration 0 	 ELBO Loss 37.0990 	 MSE Reconstruct Loss 30.5711	 BCE Reconstruct Loss 5.6364	 KL Loss 35.2384----------pretrain Epoch 183:----------
VAE iteration 0 	 ELBO Loss 37.1097 	 MSE Reconstruct Loss 30.5732	 BCE Reconstruct Loss 5.6368	 KL Loss 35.2199----------pretrain Epoch 184:----------
VAE iteration 0 	 ELBO Loss 37.1136 	 MSE Reconstruct Loss 30.5730	 BCE Reconstruct Loss 5.6371	 KL Loss 35.0296----------pretrain Epoch 185:----------
VAE iteration 0 	 ELBO Loss 37.1204 	 MSE Reconstruct Loss 30.5756	 BCE Reconstruct Loss 5.6373	 KL Loss 34.8472----------pretrain Epoch 186:----------
VAE iteration 0 	 ELBO Loss 37.1297 	 MSE Reconstruct Loss 30.5797	 BCE Reconstruct Loss 5.6371	 KL Loss 34.7188----------pretrain Epoch 187:----------
VAE iteration 0 	 ELBO Loss 37.1366 	 MSE Reconstruct Loss 30.5773	 BCE Reconstruct Loss 5.6376	 KL Loss 34.7171----------pretrain Epoch 188:----------
VAE iteration 0 	 ELBO Loss 37.1440 	 MSE Reconstruct Loss 30.5830	 BCE Reconstruct Loss 5.6371	 KL Loss 34.4715----------pretrain Epoch 189:----------
VAE iteration 0 	 ELBO Loss 37.1581 	 MSE Reconstruct Loss 30.5848	 BCE Reconstruct Loss 5.6378	 KL Loss 34.5702----------pretrain Epoch 190:----------
VAE iteration 0 	 ELBO Loss 37.1573 	 MSE Reconstruct Loss 30.5814	 BCE Reconstruct Loss 5.6373	 KL Loss 34.3565----------pretrain Epoch 191:----------
VAE iteration 0 	 ELBO Loss 37.1663 	 MSE Reconstruct Loss 30.5890	 BCE Reconstruct Loss 5.6376	 KL Loss 34.0731----------pretrain Epoch 192:----------
VAE iteration 0 	 ELBO Loss 37.1720 	 MSE Reconstruct Loss 30.5846	 BCE Reconstruct Loss 5.6377	 KL Loss 34.1094----------pretrain Epoch 193:----------
VAE iteration 0 	 ELBO Loss 37.1795 	 MSE Reconstruct Loss 30.5900	 BCE Reconstruct Loss 5.6374	 KL Loss 33.8707----------pretrain Epoch 194:----------
VAE iteration 0 	 ELBO Loss 37.1878 	 MSE Reconstruct Loss 30.5909	 BCE Reconstruct Loss 5.6378	 KL Loss 33.7959----------pretrain Epoch 195:----------
VAE iteration 0 	 ELBO Loss 37.1950 	 MSE Reconstruct Loss 30.5913	 BCE Reconstruct Loss 5.6377	 KL Loss 33.7189----------pretrain Epoch 196:----------
VAE iteration 0 	 ELBO Loss 37.2075 	 MSE Reconstruct Loss 30.5954	 BCE Reconstruct Loss 5.6380	 KL Loss 33.6882----------pretrain Epoch 197:----------
VAE iteration 0 	 ELBO Loss 37.2106 	 MSE Reconstruct Loss 30.5988	 BCE Reconstruct Loss 5.6375	 KL Loss 33.3746----------pretrain Epoch 198:----------
VAE iteration 0 	 ELBO Loss 37.2193 	 MSE Reconstruct Loss 30.6008	 BCE Reconstruct Loss 5.6386	 KL Loss 33.2531----------pretrain Epoch 199:----------
VAE iteration 0 	 ELBO Loss 37.2306 	 MSE Reconstruct Loss 30.6067	 BCE Reconstruct Loss 5.6394	 KL Loss 33.0978----------pretrain Epoch 200:----------
VAE iteration 0 	 ELBO Loss 37.2330 	 MSE Reconstruct Loss 30.6044	 BCE Reconstruct Loss 5.6375	 KL Loss 33.0082----------pretrain Epoch 201:----------
VAE iteration 0 	 ELBO Loss 37.2425 	 MSE Reconstruct Loss 30.6071	 BCE Reconstruct Loss 5.6379	 KL Loss 32.9097----------pretrain Epoch 202:----------
VAE iteration 0 	 ELBO Loss 37.2483 	 MSE Reconstruct Loss 30.6062	 BCE Reconstruct Loss 5.6382	 KL Loss 32.8156----------pretrain Epoch 203:----------
VAE iteration 0 	 ELBO Loss 37.2565 	 MSE Reconstruct Loss 30.6123	 BCE Reconstruct Loss 5.6388	 KL Loss 32.5589----------pretrain Epoch 204:----------
VAE iteration 0 	 ELBO Loss 37.2642 	 MSE Reconstruct Loss 30.6109	 BCE Reconstruct Loss 5.6389	 KL Loss 32.5425----------pretrain Epoch 205:----------
VAE iteration 0 	 ELBO Loss 37.2722 	 MSE Reconstruct Loss 30.6153	 BCE Reconstruct Loss 5.6382	 KL Loss 32.3759----------pretrain Epoch 206:----------
VAE iteration 0 	 ELBO Loss 37.2791 	 MSE Reconstruct Loss 30.6162	 BCE Reconstruct Loss 5.6396	 KL Loss 32.2239----------pretrain Epoch 207:----------
VAE iteration 0 	 ELBO Loss 37.2926 	 MSE Reconstruct Loss 30.6209	 BCE Reconstruct Loss 5.6388	 KL Loss 32.2285----------pretrain Epoch 208:----------
VAE iteration 0 	 ELBO Loss 37.2996 	 MSE Reconstruct Loss 30.6233	 BCE Reconstruct Loss 5.6389	 KL Loss 32.0674----------pretrain Epoch 209:----------
VAE iteration 0 	 ELBO Loss 37.3064 	 MSE Reconstruct Loss 30.6260	 BCE Reconstruct Loss 5.6401	 KL Loss 31.8606----------pretrain Epoch 210:----------
VAE iteration 0 	 ELBO Loss 37.3116 	 MSE Reconstruct Loss 30.6259	 BCE Reconstruct Loss 5.6390	 KL Loss 31.7654----------pretrain Epoch 211:----------
VAE iteration 0 	 ELBO Loss 37.3186 	 MSE Reconstruct Loss 30.6247	 BCE Reconstruct Loss 5.6383	 KL Loss 31.7372----------pretrain Epoch 212:----------
VAE iteration 0 	 ELBO Loss 37.3285 	 MSE Reconstruct Loss 30.6299	 BCE Reconstruct Loss 5.6389	 KL Loss 31.5695----------pretrain Epoch 213:----------
VAE iteration 0 	 ELBO Loss 37.3366 	 MSE Reconstruct Loss 30.6326	 BCE Reconstruct Loss 5.6390	 KL Loss 31.4390----------pretrain Epoch 214:----------
VAE iteration 0 	 ELBO Loss 37.4420 	 MSE Reconstruct Loss 30.7102	 BCE Reconstruct Loss 5.6398	 KL Loss 31.9446----------pretrain Epoch 215:----------
VAE iteration 0 	 ELBO Loss 37.4144 	 MSE Reconstruct Loss 30.6797	 BCE Reconstruct Loss 5.6400	 KL Loss 31.7283----------pretrain Epoch 216:----------
VAE iteration 0 	 ELBO Loss 37.4102 	 MSE Reconstruct Loss 30.6722	 BCE Reconstruct Loss 5.6406	 KL Loss 31.5211----------pretrain Epoch 217:----------
VAE iteration 0 	 ELBO Loss 37.4165 	 MSE Reconstruct Loss 30.6738	 BCE Reconstruct Loss 5.6403	 KL Loss 31.3757----------pretrain Epoch 218:----------
VAE iteration 0 	 ELBO Loss 37.4227 	 MSE Reconstruct Loss 30.6749	 BCE Reconstruct Loss 5.6393	 KL Loss 31.2618----------pretrain Epoch 219:----------
VAE iteration 0 	 ELBO Loss 37.4278 	 MSE Reconstruct Loss 30.6756	 BCE Reconstruct Loss 5.6410	 KL Loss 31.0552----------pretrain Epoch 220:----------
VAE iteration 0 	 ELBO Loss 37.4378 	 MSE Reconstruct Loss 30.6754	 BCE Reconstruct Loss 5.6404	 KL Loss 31.0730----------pretrain Epoch 221:----------
VAE iteration 0 	 ELBO Loss 37.4451 	 MSE Reconstruct Loss 30.6782	 BCE Reconstruct Loss 5.6411	 KL Loss 30.9001----------pretrain Epoch 222:----------
VAE iteration 0 	 ELBO Loss 37.4519 	 MSE Reconstruct Loss 30.6761	 BCE Reconstruct Loss 5.6395	 KL Loss 30.9076----------pretrain Epoch 223:----------
VAE iteration 0 	 ELBO Loss 37.4591 	 MSE Reconstruct Loss 30.6830	 BCE Reconstruct Loss 5.6415	 KL Loss 30.5833----------pretrain Epoch 224:----------
VAE iteration 0 	 ELBO Loss 37.4707 	 MSE Reconstruct Loss 30.6837	 BCE Reconstruct Loss 5.6405	 KL Loss 30.6269----------pretrain Epoch 225:----------
VAE iteration 0 	 ELBO Loss 37.4772 	 MSE Reconstruct Loss 30.6862	 BCE Reconstruct Loss 5.6413	 KL Loss 30.4393----------pretrain Epoch 226:----------
VAE iteration 0 	 ELBO Loss 37.4818 	 MSE Reconstruct Loss 30.6868	 BCE Reconstruct Loss 5.6404	 KL Loss 30.2929----------pretrain Epoch 227:----------
VAE iteration 0 	 ELBO Loss 37.4935 	 MSE Reconstruct Loss 30.6862	 BCE Reconstruct Loss 5.6400	 KL Loss 30.3546----------pretrain Epoch 228:----------
VAE iteration 0 	 ELBO Loss 37.5025 	 MSE Reconstruct Loss 30.6932	 BCE Reconstruct Loss 5.6414	 KL Loss 30.1002----------pretrain Epoch 229:----------
VAE iteration 0 	 ELBO Loss 37.5067 	 MSE Reconstruct Loss 30.6895	 BCE Reconstruct Loss 5.6416	 KL Loss 30.0282----------pretrain Epoch 230:----------
VAE iteration 0 	 ELBO Loss 37.5180 	 MSE Reconstruct Loss 30.6978	 BCE Reconstruct Loss 5.6406	 KL Loss 29.8646----------pretrain Epoch 231:----------
VAE iteration 0 	 ELBO Loss 37.5323 	 MSE Reconstruct Loss 30.7002	 BCE Reconstruct Loss 5.6420	 KL Loss 29.8619----------pretrain Epoch 232:----------
VAE iteration 0 	 ELBO Loss 37.5400 	 MSE Reconstruct Loss 30.7064	 BCE Reconstruct Loss 5.6429	 KL Loss 29.6126----------pretrain Epoch 233:----------
VAE iteration 0 	 ELBO Loss 37.5457 	 MSE Reconstruct Loss 30.7065	 BCE Reconstruct Loss 5.6420	 KL Loss 29.5118----------pretrain Epoch 234:----------
VAE iteration 0 	 ELBO Loss 37.5547 	 MSE Reconstruct Loss 30.7075	 BCE Reconstruct Loss 5.6419	 KL Loss 29.4481----------pretrain Epoch 235:----------
VAE iteration 0 	 ELBO Loss 37.5634 	 MSE Reconstruct Loss 30.7121	 BCE Reconstruct Loss 5.6421	 KL Loss 29.2849----------pretrain Epoch 236:----------
VAE iteration 0 	 ELBO Loss 37.5738 	 MSE Reconstruct Loss 30.7122	 BCE Reconstruct Loss 5.6421	 KL Loss 29.2740----------pretrain Epoch 237:----------
VAE iteration 0 	 ELBO Loss 37.5851 	 MSE Reconstruct Loss 30.7198	 BCE Reconstruct Loss 5.6424	 KL Loss 29.0965----------pretrain Epoch 238:----------
VAE iteration 0 	 ELBO Loss 37.5952 	 MSE Reconstruct Loss 30.7202	 BCE Reconstruct Loss 5.6421	 KL Loss 29.0804----------pretrain Epoch 239:----------
VAE iteration 0 	 ELBO Loss 37.6034 	 MSE Reconstruct Loss 30.7242	 BCE Reconstruct Loss 5.6418	 KL Loss 28.9309----------pretrain Epoch 240:----------
VAE iteration 0 	 ELBO Loss 37.6140 	 MSE Reconstruct Loss 30.7292	 BCE Reconstruct Loss 5.6423	 KL Loss 28.7967----------pretrain Epoch 241:----------
VAE iteration 0 	 ELBO Loss 37.6220 	 MSE Reconstruct Loss 30.7313	 BCE Reconstruct Loss 5.6434	 KL Loss 28.6552----------pretrain Epoch 242:----------
VAE iteration 0 	 ELBO Loss 37.6303 	 MSE Reconstruct Loss 30.7299	 BCE Reconstruct Loss 5.6433	 KL Loss 28.6301----------pretrain Epoch 243:----------
VAE iteration 0 	 ELBO Loss 37.6412 	 MSE Reconstruct Loss 30.7347	 BCE Reconstruct Loss 5.6418	 KL Loss 28.5535----------pretrain Epoch 244:----------
VAE iteration 0 	 ELBO Loss 37.6515 	 MSE Reconstruct Loss 30.7363	 BCE Reconstruct Loss 5.6429	 KL Loss 28.4746----------pretrain Epoch 245:----------
VAE iteration 0 	 ELBO Loss 37.6512 	 MSE Reconstruct Loss 30.7430	 BCE Reconstruct Loss 5.6307	 KL Loss 28.3470----------pretrain Epoch 246:----------
VAE iteration 0 	 ELBO Loss 37.6519 	 MSE Reconstruct Loss 30.7399	 BCE Reconstruct Loss 5.6226	 KL Loss 28.3657----------pretrain Epoch 247:----------
VAE iteration 0 	 ELBO Loss 37.6569 	 MSE Reconstruct Loss 30.7493	 BCE Reconstruct Loss 5.6077	 KL Loss 28.3484----------pretrain Epoch 248:----------
VAE iteration 0 	 ELBO Loss 37.6646 	 MSE Reconstruct Loss 30.7565	 BCE Reconstruct Loss 5.6024	 KL Loss 28.2293----------pretrain Epoch 249:----------
VAE iteration 0 	 ELBO Loss 37.6639 	 MSE Reconstruct Loss 30.7517	 BCE Reconstruct Loss 5.6003	 KL Loss 28.1202----------pretrain Epoch 250:----------
VAE iteration 0 	 ELBO Loss 37.6773 	 MSE Reconstruct Loss 30.7602	 BCE Reconstruct Loss 5.5999	 KL Loss 27.9942----------pretrain Epoch 251:----------
VAE iteration 0 	 ELBO Loss 37.6851 	 MSE Reconstruct Loss 30.7650	 BCE Reconstruct Loss 5.5990	 KL Loss 27.8337----------pretrain Epoch 252:----------
VAE iteration 0 	 ELBO Loss 37.6947 	 MSE Reconstruct Loss 30.7614	 BCE Reconstruct Loss 5.5995	 KL Loss 27.8612----------pretrain Epoch 253:----------
VAE iteration 0 	 ELBO Loss 37.7054 	 MSE Reconstruct Loss 30.7705	 BCE Reconstruct Loss 5.5982	 KL Loss 27.6847----------pretrain Epoch 254:----------
VAE iteration 0 	 ELBO Loss 37.7166 	 MSE Reconstruct Loss 30.7700	 BCE Reconstruct Loss 5.5986	 KL Loss 27.6836----------pretrain Epoch 255:----------
VAE iteration 0 	 ELBO Loss 37.7264 	 MSE Reconstruct Loss 30.7779	 BCE Reconstruct Loss 5.5981	 KL Loss 27.4962----------pretrain Epoch 256:----------
VAE iteration 0 	 ELBO Loss 37.7333 	 MSE Reconstruct Loss 30.7753	 BCE Reconstruct Loss 5.5990	 KL Loss 27.4357----------pretrain Epoch 257:----------
VAE iteration 0 	 ELBO Loss 37.7444 	 MSE Reconstruct Loss 30.7801	 BCE Reconstruct Loss 5.5970	 KL Loss 27.3720----------pretrain Epoch 258:----------
VAE iteration 0 	 ELBO Loss 37.7569 	 MSE Reconstruct Loss 30.7849	 BCE Reconstruct Loss 5.5965	 KL Loss 27.3032----------pretrain Epoch 259:----------
VAE iteration 0 	 ELBO Loss 37.7676 	 MSE Reconstruct Loss 30.7899	 BCE Reconstruct Loss 5.5980	 KL Loss 27.1549----------pretrain Epoch 260:----------
VAE iteration 0 	 ELBO Loss 37.7789 	 MSE Reconstruct Loss 30.7927	 BCE Reconstruct Loss 5.5996	 KL Loss 27.0605----------pretrain Epoch 261:----------
VAE iteration 0 	 ELBO Loss 37.7851 	 MSE Reconstruct Loss 30.7979	 BCE Reconstruct Loss 5.5967	 KL Loss 26.9115----------pretrain Epoch 262:----------
VAE iteration 0 	 ELBO Loss 37.7990 	 MSE Reconstruct Loss 30.8033	 BCE Reconstruct Loss 5.5976	 KL Loss 26.8282----------pretrain Epoch 263:----------
VAE iteration 0 	 ELBO Loss 37.8110 	 MSE Reconstruct Loss 30.8049	 BCE Reconstruct Loss 5.5991	 KL Loss 26.7747----------pretrain Epoch 264:----------
VAE iteration 0 	 ELBO Loss 37.8204 	 MSE Reconstruct Loss 30.8032	 BCE Reconstruct Loss 5.5974	 KL Loss 26.7941----------pretrain Epoch 265:----------
VAE iteration 0 	 ELBO Loss 37.8295 	 MSE Reconstruct Loss 30.8069	 BCE Reconstruct Loss 5.5975	 KL Loss 26.6708----------pretrain Epoch 266:----------
VAE iteration 0 	 ELBO Loss 37.8434 	 MSE Reconstruct Loss 30.8116	 BCE Reconstruct Loss 5.5979	 KL Loss 26.6123----------pretrain Epoch 267:----------
VAE iteration 0 	 ELBO Loss 37.8543 	 MSE Reconstruct Loss 30.8209	 BCE Reconstruct Loss 5.6002	 KL Loss 26.3784----------pretrain Epoch 268:----------
VAE iteration 0 	 ELBO Loss 37.8629 	 MSE Reconstruct Loss 30.8170	 BCE Reconstruct Loss 5.5976	 KL Loss 26.4340----------pretrain Epoch 269:----------
VAE iteration 0 	 ELBO Loss 37.8744 	 MSE Reconstruct Loss 30.8266	 BCE Reconstruct Loss 5.5974	 KL Loss 26.2551----------pretrain Epoch 270:----------
VAE iteration 0 	 ELBO Loss 37.8860 	 MSE Reconstruct Loss 30.8243	 BCE Reconstruct Loss 5.5989	 KL Loss 26.2604----------pretrain Epoch 271:----------
VAE iteration 0 	 ELBO Loss 37.8981 	 MSE Reconstruct Loss 30.8362	 BCE Reconstruct Loss 5.5983	 KL Loss 26.0564----------pretrain Epoch 272:----------
VAE iteration 0 	 ELBO Loss 37.9081 	 MSE Reconstruct Loss 30.8405	 BCE Reconstruct Loss 5.5986	 KL Loss 25.9392----------pretrain Epoch 273:----------
VAE iteration 0 	 ELBO Loss 37.9200 	 MSE Reconstruct Loss 30.8401	 BCE Reconstruct Loss 5.5995	 KL Loss 25.9258----------pretrain Epoch 274:----------
VAE iteration 0 	 ELBO Loss 37.9302 	 MSE Reconstruct Loss 30.8444	 BCE Reconstruct Loss 5.5993	 KL Loss 25.8197----------pretrain Epoch 275:----------
VAE iteration 0 	 ELBO Loss 37.9427 	 MSE Reconstruct Loss 30.8504	 BCE Reconstruct Loss 5.5982	 KL Loss 25.7381----------pretrain Epoch 276:----------
VAE iteration 0 	 ELBO Loss 37.9564 	 MSE Reconstruct Loss 30.8559	 BCE Reconstruct Loss 5.5999	 KL Loss 25.6399----------pretrain Epoch 277:----------
