elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
1840,197,16,406,58,1135,189,193,201,705,3,9,4
3339,252,15,891,85,548,171,244,144,2636,2,22,1
3278,77,15,1144,93,467,169,244,140,1667,2,22,1
3570,166,2,147,32,612,213,223,127,2255,0,29,2
2326,0,4,-50,-15,1925,237,229,150,931,3,2,3
2956,292,13,110,-6,1686,223,237,125,3503,0,21,1
3415,253,22,26,126,5397,264,238,105,1616,0,15,1
2430,275,12,333,53,753,119,252,173,1755,2,32,2
2736,42,26,319,-365,1379,200,236,148,1735,3,9,6
2995,96,9,97,-8,1776,233,228,141,3755,0,21,1
2538,122,12,149,28,1418,128,204,196,654,2,1,2
3236,313,2,266,117,1793,169,209,211,3792,1,22,1
3182,277,13,1298,74,459,170,244,162,1663,2,22,1
2941,98,11,100,-15,1411,209,230,149,1631,0,22,1
2519,273,28,29,262,962,147,168,175,423,3,19,3
2480,-20,49,-59,10,-339,243,207,148,1177,3,17,2
2764,167,16,123,4,2820,223,201,134,378,2,3,5
2923,84,21,579,27,5244,253,232,117,1249,0,28,2
2797,20,8,354,55,1618,190,215,148,1239,2,11,2
2992,203,13,111,-7,2165,237,244,156,1875,0,22,1
2546,-16,49,-52,49,-352,243,200,134,1114,3,17,2
3340,95,17,81,82,628,167,242,186,1765,2,22,1
2866,11,14,34,31,641,176,214,147,2408,2,11,5
2621,-4,8,-2,10,3723,184,206,127,2528,2,25,1
2723,150,10,49,65,3993,183,216,134,2153,2,11,2
2943,169,13,376,21,3953,181,204,119,2416,2,11,5
2787,130,7,319,10,2842,241,221,141,1691,0,31,2
2781,184,26,119,139,3157,260,183,104,675,0,29,5
2714,175,34,94,93,2675,255,236,75,203,2,3,5
2460,76,16,366,-120,1977,233,213,148,2107,3,9,6
2432,144,14,222,15,1659,125,236,207,1084,2,1,2
2620,270,13,160,21,1752,141,237,183,1201,2,32,2
2608,153,21,505,-20,6262,254,226,120,2241,0,30,2
3122,40,6,500,-209,1766,229,249,97,2377,2,37,7
3310,72,7,653,72,435,212,243,170,99,2,22,1
2186,180,23,166,163,2660,261,208,112,-227,2,29,5
2510,269,33,442,28,1563,234,214,210,1564,3,9,6
3633,91,10,486,34,3014,232,248,130,1320,0,18,7
3429,-7,-2,14,12,3291,233,250,116,840,0,21,1
4012,-6,-3,46,12,3290,233,250,114,1063,0,21,1
3235,85,11,52,136,5462,265,240,84,1568,0,15,1
3341,150,14,26,90,3261,265,240,112,1573,0,15,1
2659,353,11,72,-8,4833,238,240,170,1787,0,39,1
2959,237,10,127,3,3393,221,202,71,2216,2,22,5
2712,330,12,1057,24,1762,133,232,184,389,2,16,2
2433,-16,15,-57,51,-354,243,199,134,1171,3,17,2
2923,-6,23,423,85,1483,191,199,155,2171,2,3,1
2461,-21,49,-62,11,-369,242,203,133,1194,3,17,2
4008,7,-3,18,12,3298,234,248,115,1067,0,21,1
3347,214,10,27,109,2629,264,239,122,1686,0,15,1
3071,124,2,39,4,1227,217,222,136,1949,0,29,1
2881,178,10,208,144,273,260,231,131,36,0,11,5
3093,231,12,113,-7,1959,219,221,143,1683,0,21,1
2423,110,29,235,141,300,226,248,104,512,2,29,5
2499,-13,49,-52,12,-339,243,201,162,1093,3,17,3
2558,91,9,376,24,822,240,237,142,641,0,28,2
3044,340,2,405,113,2903,180,234,154,2467,2,31,7
3297,90,19,599,64,490,189,250,147,2122,2,22,1
2907,306,13,200,38,306,160,229,169,895,2,1,2
3325,222,6,57,139,5432,264,239,161,1677,0,15,1
2322,-11,8,-47,-23,1524,239,239,189,1334,3,5,3
1791,266,18,582,144,993,166,161,182,202,3,9,6
2984,58,18,23,125,5502,264,239,97,1536,0,15,1
2104,266,19,614,162,869,121,200,189,923,3,9,6
2897,280,13,164,44,912,171,234,147,554,2,32,2
2332,-13,10,-32,-18,1434,241,226,158,1241,2,16,3
2344,-19,49,-60,10,-363,243,199,134,1145,3,17,2
3101,157,2,66,-14,2082,215,230,139,2279,0,29,1
3409,82,9,44,132,5355,265,238,132,1677,0,15,1
2740,354,16,-2,-55,1717,189,212,132,2268,2,11,6
2579,331,28,45,257,1391,147,203,200,368,3,19,3
2088,78,26,-25,-120,-358,239,216,57,100,3,11,6
2765,186,10,495,28,2751,197,244,188,1937,2,22,2
2516,187,12,115,41,1016,212,222,124,497,2,12,3
3143,129,2,109,-34,1132,214,235,187,3148,0,29,1
2889,132,9,368,59,4554,241,240,107,2358,0,28,2
3632,49,2,486,85,3220,225,250,148,1402,0,18,7
2780,276,23,74,4,1967,217,195,117,771,2,5,5
2625,272,12,42,60,1767,132,227,180,619,2,31,2
3975,-20,-3,-19,12,3290,232,251,114,1182,0,21,1
2957,322,6,375,13,1642,149,231,169,306,2,31,2
1803,318,23,492,149,908,98,196,179,375,3,2,3
2704,68,11,483,28,1551,231,217,138,1785,3,9,6
2763,11,5,452,42,1182,228,209,151,1475,3,9,6
3253,252,18,227,59,2994,203,257,186,817,2,32,4
2850,192,37,98,96,2150,262,194,66,95,2,20,5
2494,69,14,98,-9,2205,217,240,112,3724,0,22,1
2682,305,13,360,34,685,226,237,122,-2,2,39,2
4014,-17,-3,-1,57,3302,233,249,120,985,0,21,1
2191,337,17,203,62,1831,148,193,201,1238,3,9,4
2140,354,19,246,200,1539,207,256,198,279,3,9,4
2818,157,15,370,32,735,255,208,136,2907,0,28,2
3428,-6,-2,-13,12,3299,232,249,116,2176,0,21,1
2740,133,21,274,6,4767,255,226,115,2012,0,30,2
2496,54,21,38,2,627,238,221,231,1697,2,25,3
2333,-14,2,-54,-6,882,233,215,171,800,3,16,3
2909,113,9,586,-4,595,249,212,123,1719,0,30,2
2827,196,-3,463,232,1901,219,259,155,1634,2,23,1
2323,324,15,-50,-19,1536,229,187,171,1469,3,5,3
2196,333,27,186,91,331,154,182,119,2137,3,9,4
2327,-19,13,-14,-21,960,237,225,166,466,2,22,3
2783,-22,48,-55,12,-341,243,201,134,1105,3,17,2
3350,104,15,30,136,5439,265,238,92,1544,0,15,1
2826,121,24,148,14,418,232,213,222,533,2,11,1
2801,236,6,498,-329,1964,218,224,159,318,2,37,7
2876,172,27,132,140,2627,256,194,69,-115,2,29,5
2696,168,16,455,-11,4679,254,213,115,3375,0,28,2
3429,217,20,28,140,5268,264,240,100,1579,0,15,1
2326,141,8,-34,-23,1338,241,230,160,919,3,16,3
2465,384,28,34,243,1630,147,165,194,361,3,19,3
2799,134,16,364,41,3977,241,223,114,2703,0,28,2
3445,324,7,526,142,-260,124,193,222,884,1,31,1
2392,190,29,63,95,333,261,187,72,196,0,3,5
4010,-16,0,-3,12,3299,234,251,116,1097,0,21,1
2369,-20,49,-51,12,-364,243,201,144,1119,3,17,2
2431,309,28,42,269,940,147,186,212,371,3,19,3
3113,128,20,591,-4,744,128,253,213,4262,1,31,1
2893,55,21,548,-48,1506,235,222,113,2558,0,11,2
3624,82,3,485,46,3249,227,250,126,1502,0,18,7
2745,47,25,468,31,1622,129,219,216,2370,3,9,6
2603,321,14,276,-19,2197,165,230,160,840,2,1,2
2693,78,29,388,25,1061,228,221,168,1486,3,9,6
2817,242,-3,372,134,1913,217,259,168,1604,2,23,1
2651,179,21,112,-15,849,202,213,117,1459,2,22,5
2903,178,13,32,11,869,239,218,106,1715,2,12,1
2990,198,21,310,6,3876,209,198,134,2447,2,30,2
3633,4,7,485,-75,3131,217,259,126,1256,0,18,7
2472,299,18,197,4,2824,166,237,162,684,2,32,2
3120,128,2,52,7,2188,217,236,144,2608,0,29,1
2767,132,33,214,149,230,258,183,35,-153,2,12,5
3068,242,9,96,-7,1791,218,239,183,3696,0,22,1
2087,284,22,521,95,1405,92,213,219,489,3,9,4
2678,275,12,105,-16,2229,215,211,146,1703,0,21,1
2767,21,5,477,72,618,192,229,204,585,3,9,6
2550,-19,49,-57,56,-356,243,200,141,2086,3,17,2
3405,129,5,130,109,1245,224,236,148,2673,0,29,1
2809,137,31,225,79,511,252,240,204,-112,2,29,5
2394,-19,49,-59,10,-359,243,200,151,1060,3,17,2
2395,-20,49,-54,58,-359,243,201,145,677,3,17,2
2319,-7,48,-31,55,-287,243,200,141,1121,3,17,2
2771,46,5,292,27,1928,234,119,143,2181,3,9,6
2094,36,18,-41,-102,-360,234,222,109,260,3,11,6
2954,166,16,249,27,547,241,229,119,520,0,28,2
2706,119,11,2,53,3653,183,199,129,2189,2,3,3
2405,-19,49,-57,13,-339,240,199,161,1056,3,17,2
3123,134,2,39,-37,1011,216,230,133,2688,0,29,2
3037,89,11,117,-4,1849,237,243,125,3803,0,21,1
2768,115,19,367,9,4277,240,234,144,679,0,28,2
2166,333,29,221,22,1134,155,254,223,1294,3,2,4
2965,105,9,-31,-10,3797,233,255,141,679,0,37,2
2901,208,21,24,37,4167,186,212,150,1059,2,22,2
2479,377,28,45,91,1684,147,217,188,381,3,19,3
4006,3,-2,-32,10,3299,233,251,113,1114,0,21,1
2699,214,15,339,39,3172,186,238,224,2165,2,30,2
2527,274,12,158,25,1746,130,229,180,685,2,31,2
3386,132,2,106,384,1117,214,243,132,2462,0,29,1
3626,88,8,482,49,3269,232,251,140,1738,0,18,7
3630,93,7,486,36,3224,229,250,121,2006,0,18,7
2462,307,49,-62,9,-365,243,199,151,1064,3,17,2
2630,363,28,36,263,1599,147,162,185,390,3,19,3
2156,328,23,235,57,1337,109,172,212,430,3,9,4
3233,212,13,39,90,3054,264,236,104,1639,0,15,1
2749,72,28,448,32,1114,195,214,149,1977,3,9,6
2774,166,14,150,81,2857,261,187,65,-136,0,38,5
2507,260,14,257,40,1091,157,238,197,643,2,32,2
2523,89,11,24,31,1483,231,226,187,1662,3,9,6
3367,285,12,201,69,2373,186,251,189,285,2,32,4
2647,117,19,41,7,3917,185,196,119,1262,2,22,2
2623,252,13,151,28,1110,147,230,208,751,2,1,2
2902,125,16,331,-4,3356,249,206,125,2629,0,29,2
2951,134,7,634,31,5167,254,246,127,972,0,28,2
2436,-21,49,-56,12,-355,243,199,135,1037,3,17,2
2909,347,19,132,86,6405,204,201,96,2446,2,22,7
3632,89,5,486,36,3243,232,250,137,1693,0,18,2
2757,46,8,499,39,1554,180,220,133,2213,3,9,6
2186,259,19,433,-2,963,146,189,180,767,3,2,4
3133,227,5,484,-135,301,188,249,182,3582,1,31,1
2468,-21,49,-53,11,-338,242,199,160,1173,3,17,2
2408,281,15,134,18,489,161,233,203,278,2,32,2
2781,5,19,37,38,3338,201,205,137,2027,2,3,5
2472,364,28,57,267,1006,147,183,201,364,3,19,3
3309,160,3,395,-310,4668,227,243,111,1041,2,38,7
3387,131,2,103,48,1160,214,228,155,2836,0,29,2
3634,88,11,486,42,3263,232,251,134,1142,0,18,7
3295,282,15,227,-2,1768,198,258,199,225,2,32,4
2973,150,18,323,38,785,262,236,119,651,0,28,2
2420,270,13,164,37,1521,119,238,211,609,2,31,2
2722,-7,18,387,40,3300,186,180,146,2275,2,30,2
2746,20,9,110,1,3526,209,250,135,567,2,22,3
1895,241,23,251,92,1127,189,210,210,962,3,9,4
2154,54,22,-40,-105,-350,204,219,133,463,3,11,6
2947,80,13,97,13,3470,218,233,139,1753,2,1,1
3824,230,15,27,126,5465,263,241,132,1597,0,15,1
3347,98,9,45,126,5475,264,234,72,1544,0,15,1
3093,148,8,-56,-11,3820,232,257,173,1372,0,37,2
2616,130,35,71,78,178,252,210,84,720,2,12,5
3632,61,8,477,67,3269,230,250,145,1333,0,18,7
3217,87,19,716,63,502,186,246,172,1605,2,22,1
3373,82,14,1242,88,2236,173,243,159,1829,2,22,1
2672,278,13,270,2,308,135,234,199,842,2,32,2
2427,266,16,140,34,1192,156,237,194,1206,2,1,2
2686,171,12,222,5,1114,187,228,146,208,2,32,2
3629,78,8,485,31,3243,232,250,146,992,0,18,7
2156,103,8,95,40,2377,229,215,97,608,2,21,1
2328,-16,1,-51,-25,1343,240,214,165,580,3,22,3
2165,79,20,81,-110,-325,201,196,110,188,3,11,6
2784,41,10,15,14,3509,174,154,128,1239,2,12,2
2903,115,16,210,24,3174,194,196,121,720,2,22,5
3088,88,18,337,-5,732,242,241,130,1366,0,28,2
3271,87,12,1072,88,467,194,210,157,1972,2,22,1
2468,334,13,267,-2,1446,154,234,174,326,2,1,2
2402,257,30,199,26,875,181,199,141,472,2,3,5
4024,-14,-3,47,13,3293,233,250,117,1025,0,21,1
3069,97,23,349,-7,867,187,210,131,1166,2,3,5
2623,328,12,395,19,1747,154,234,166,364,2,32,2
2758,369,23,89,1,1459,234,213,139,2579,2,3,3
2155,177,18,557,64,556,122,190,181,2037,3,9,4
2895,96,18,539,-9,5281,253,217,105,6026,0,28,2
3579,112,12,70,57,5425,263,240,97,1657,0,15,1
2491,295,15,126,19,599,166,235,215,1168,2,32,2
2795,181,23,152,109,2718,224,237,184,0,2,2,5
2614,94,9,362,58,2325,241,243,135,884,0,28,2
2746,64,30,462,36,1680,213,220,128,2021,3,9,6
3015,194,14,581,-5,3571,253,223,135,2460,0,28,2
2863,104,21,50,-17,4111,193,194,144,2761,2,5,2
3304,340,5,438,-48,454,209,188,234,1385,1,37,1
2522,-20,49,-47,12,-368,242,202,132,1148,3,17,2
2256,309,49,-59,11,-358,242,205,183,1040,3,17,2
3184,185,16,160,12,604,183,257,202,337,2,32,4
2490,269,14,236,13,774,172,234,201,894,2,16,2
2521,197,12,56,30,1424,190,232,212,275,2,31,2
2695,351,27,35,260,1656,115,226,217,378,3,19,3
3076,133,2,47,-15,1493,215,236,100,2178,0,29,1
3130,17,4,65,-232,1242,219,248,129,2676,2,37,7
4013,-19,-3,4,12,3269,233,251,115,1093,0,21,1
3362,132,12,24,131,5457,264,236,86,1748,0,15,1
3238,112,20,177,70,471,214,247,142,2126,2,22,1
3628,107,9,485,37,3276,223,251,141,2164,0,18,7
2396,364,28,63,250,636,147,209,210,435,3,19,3
2448,192,12,152,-3,1695,139,223,172,2684,2,31,2
2875,102,23,239,158,2407,253,249,101,-127,2,29,5
2551,170,20,366,15,5227,253,232,119,3089,0,28,2
2953,131,26,32,135,5289,264,240,112,1754,0,15,1
2900,127,17,595,-11,4467,254,235,133,1246,0,28,2
2562,270,12,72,30,892,132,232,158,741,2,32,2
2824,164,31,198,141,1998,259,241,107,-196,0,11,5
2831,10,20,313,61,1525,188,208,147,6628,2,12,1
2383,274,19,52,71,1561,128,236,205,740,2,16,2
3139,129,2,206,58,1073,214,217,143,2488,0,29,1
3625,93,7,485,64,3244,233,250,118,1342,0,18,7
2480,61,22,15,9,1875,215,225,111,2108,2,11,2
2695,347,28,40,261,1597,115,214,220,384,3,19,3
2531,46,30,111,29,1240,239,215,219,2034,3,9,6
3435,-20,-2,-25,12,3296,233,251,114,1144,0,21,1
2617,329,13,37,26,365,165,228,164,967,2,1,2
2423,-12,49,-62,11,-362,243,200,124,920,3,17,2
2326,313,15,-58,-21,1777,242,221,174,1451,3,5,3
2007,94,26,5,-7,1034,212,180,98,804,2,1,3
3633,25,5,485,91,3209,223,251,121,1078,0,18,7
2547,61,10,23,27,1589,238,223,149,2155,3,9,6
3359,259,12,180,36,1435,136,231,243,464,2,32,2
3228,82,17,180,80,479,189,244,148,2028,2,22,1
2929,7,9,58,13,748,210,208,127,873,2,1,5
2951,107,15,307,-55,808,206,221,130,2585,0,28,2
3633,96,9,485,32,3270,231,250,136,1714,1,18,7
2588,277,14,127,34,671,140,172,221,1512,2,31,2
3033,100,28,-14,-6,868,175,195,142,2754,2,12,3
2585,153,13,335,68,1122,150,238,194,640,2,32,2
3102,231,12,109,71,975,195,250,198,1924,2,32,4
2321,98,6,133,-18,1667,195,202,142,1260,3,5,3
3299,231,13,18,-9,1054,184,252,199,228,2,0,4
2763,99,24,-4,9,4056,221,201,105,1954,2,25,2
2917,274,10,405,-6,2881,221,255,177,2274,2,31,7
2848,156,27,40,5,3970,187,217,137,2565,2,2,2
2884,160,15,594,28,4387,255,221,141,723,0,28,2
4013,-15,-3,29,13,3293,233,249,119,1152,0,21,1
2841,123,9,342,-15,1700,242,218,195,2581,0,28,2
2816,226,-3,471,167,1826,228,250,169,1629,2,23,7
2893,122,8,359,42,4347,240,238,141,2767,0,28,2
2468,-18,48,-58,13,-361,243,200,131,1099,3,17,2
2504,367,28,45,252,1285,147,233,199,378,3,19,3
2330,-13,9,-36,35,1455,226,223,151,688,3,5,3
3360,295,4,396,5,2134,160,253,216,4166,1,31,1
2737,109,19,116,20,612,231,212,118,665,2,12,5
3403,131,2,68,20,1232,220,221,132,1845,0,29,1
3059,133,5,28,78,1254,214,221,146,2091,0,29,1
2325,320,8,-57,-25,1509,242,219,151,485,3,16,3
2974,64,15,26,139,5429,265,240,79,1792,0,15,1
2529,310,48,-50,56,-359,242,199,133,1156,3,17,2
2929,238,16,52,-10,2098,228,227,192,1913,0,11,1
2631,279,13,49,16,2125,127,229,214,826,2,1,2
2659,274,13,172,5,559,151,229,163,705,2,32,2
2880,155,42,78,45,869,189,197,132,1100,2,12,3
2616,261,12,190,7,1403,128,225,144,1028,2,1,2
3359,253,13,696,82,477,183,244,162,2027,2,22,1
2458,358,28,51,262,1050,115,184,203,378,3,19,3
2792,214,15,66,11,3552,187,217,126,2082,2,3,1
2180,196,24,570,68,1262,168,188,198,1001,3,9,3
2847,132,18,531,69,4719,250,223,119,662,0,28,2
2508,306,15,166,33,1402,155,239,221,1346,2,32,2
2815,195,30,111,109,2984,257,233,88,32,0,29,5
3017,340,16,75,-9,2295,226,230,148,1655,0,31,1
2680,129,21,371,77,76,235,240,105,431,0,28,2
2496,317,13,361,34,1744,143,234,126,395,2,1,2
3358,138,14,26,133,5435,265,237,94,1564,0,15,1
2739,215,19,34,33,1082,187,219,108,1119,2,12,2
3291,85,11,1034,69,441,170,243,152,1729,1,22,1
3627,39,10,480,23,3271,232,250,149,1415,0,18,7
2062,8,20,111,24,517,183,215,151,1706,2,12,2
2356,191,25,127,23,412,255,236,91,-260,0,29,5
3220,319,3,450,-2,440,172,247,208,1406,1,39,1
2330,307,18,-48,-17,536,224,157,165,451,3,5,3
2866,89,17,678,-15,896,241,222,141,1190,0,28,2
2258,-5,49,-52,45,-346,243,203,205,1013,3,17,2
3350,186,-3,416,153,1906,219,241,164,1024,2,23,1
2731,169,30,111,133,301,253,197,92,284,2,12,5
2082,338,22,164,86,832,177,246,208,640,3,9,3
2539,331,13,102,-20,2382,221,227,177,1824,0,21,1
2719,91,35,375,29,1886,223,215,197,2424,3,9,6
3147,41,6,43,-79,2807,214,252,129,2171,2,37,7
2395,147,25,441,66,5214,222,229,116,1225,2,11,2
2083,336,20,231,35,1119,203,207,190,564,3,9,4
2917,137,19,349,-6,500,252,245,129,1447,0,28,2
2805,173,27,90,97,3034,263,239,95,-68,2,11,5
2543,303,27,274,266,524,147,167,189,354,3,19,3
3076,167,2,23,-10,-372,233,243,173,750,0,37,2
2957,123,24,422,4,3779,227,195,109,2234,2,30,1
2797,272,29,61,3,2154,198,204,125,2391,2,31,5
3427,73,8,99,138,5337,265,235,111,1530,0,15,1
2963,69,13,76,50,545,238,180,137,1093,2,30,2
2531,-22,48,-58,12,-364,243,199,119,860,3,17,2
2854,127,20,201,144,500,247,196,83,523,0,0,5
2664,69,15,108,-19,2051,240,226,118,4438,0,21,1
3098,129,2,47,33,1734,224,231,191,2506,0,29,1
2894,236,12,17,-1,820,174,228,121,2227,2,31,5
3049,345,9,448,-1,1413,192,200,102,2319,2,30,5
2322,-7,12,-52,-22,2381,241,224,169,1110,3,5,3
3632,75,3,486,100,3240,230,251,121,811,0,18,7
3044,205,14,95,-9,2792,220,202,131,3967,0,21,1
3622,92,10,486,63,3245,232,250,119,1077,0,18,7
3633,67,3,484,84,3258,228,247,126,869,0,18,7
2746,199,4,106,23,745,153,232,202,848,2,32,2
2599,316,15,90,37,3594,165,236,164,1723,2,1,2
2949,131,15,313,32,6564,242,225,131,3808,0,28,2
3294,276,4,341,-4,1768,125,194,188,4811,1,31,1
3126,119,5,39,20,1763,216,221,146,3033,0,29,7
3082,350,8,306,-2,775,238,198,-12,2554,2,11,2
3633,86,11,481,42,3291,231,251,138,1449,0,18,7
2242,21,16,-36,-98,-360,109,211,112,28,3,11,6
2673,147,21,604,39,715,241,226,122,848,0,28,2
2585,287,13,165,63,2206,162,236,202,1370,2,32,2
3588,54,25,562,28,1258,224,190,210,2509,3,9,6
3104,127,2,36,26,1391,217,233,142,2512,0,29,1
2324,51,9,-55,-16,1360,232,225,167,1143,3,5,3
2244,-1,16,434,-14,1042,176,217,131,2022,2,3,5
2963,292,12,195,-10,2000,154,225,174,978,2,32,2
3635,59,9,483,76,3289,230,251,139,1394,0,18,7
2749,56,12,483,-119,1680,230,210,180,1882,3,9,6
2843,62,6,8,-9,1966,222,201,127,3586,2,39,7
2128,185,34,46,125,186,260,197,62,-22,0,29,5
2853,164,23,290,35,1524,242,221,141,2327,0,28,2
2442,329,13,107,15,361,153,236,201,811,2,32,2
3269,249,-3,401,206,2583,228,259,146,1551,2,23,1
3285,5,34,96,73,1384,212,214,148,2431,2,39,1
2479,320,15,100,-23,2180,222,222,131,1708,0,22,1
2710,67,29,480,33,1121,194,247,215,1597,3,9,6
2924,128,17,460,-11,1486,242,212,145,864,0,28,2
3351,252,14,144,89,497,166,242,140,1638,2,22,1
3249,274,17,134,73,537,168,242,144,2107,2,22,1
3275,221,10,22,139,3237,264,235,109,1862,0,15,1
2323,310,8,-60,2,1366,224,224,152,1664,3,5,3
2679,206,18,661,-12,537,252,225,142,3909,0,27,2
2899,106,16,64,-2,646,234,198,124,2422,2,30,1
2556,85,24,73,-120,1417,227,234,144,2023,3,9,6
2603,163,14,365,3,5223,240,217,126,3412,0,28,2
2757,24,11,26,27,2580,242,200,137,587,2,31,1
2850,256,-3,452,10,2512,226,249,165,1519,2,23,1
2999,108,14,470,97,3892,220,182,121,985,2,30,2
3624,90,11,484,40,3249,233,251,118,1393,0,18,7
3399,100,6,25,130,3277,265,238,95,1940,0,15,1
2794,306,13,119,-8,6041,224,248,151,1424,0,21,1
3422,128,2,168,67,1034,218,226,150,2093,0,29,1
3364,331,14,509,-100,1875,182,245,234,1280,1,22,1
2326,332,11,47,3,1360,240,224,167,1067,3,5,3
3110,164,-3,468,215,2114,214,260,156,1195,2,23,1
2620,101,22,-25,56,944,208,199,112,2589,2,31,2
2488,281,12,200,33,1145,133,237,152,580,2,31,2
2915,-10,23,441,-5,962,182,204,147,1714,2,11,3
3365,89,14,1220,74,466,196,245,140,1675,2,22,1
3106,80,11,9,-6,629,104,201,212,2367,2,12,2
2610,278,0,-40,34,927,142,237,166,174,2,31,2
3343,214,10,22,134,3274,264,239,65,1570,0,15,1
3008,105,8,-2,-10,2879,231,257,236,925,0,37,2
2837,160,14,201,128,462,262,194,86,313,0,29,5
3339,81,14,543,81,1380,169,242,164,420,2,22,1
2841,180,11,124,82,642,262,200,55,-51,0,29,5
2546,-18,48,-58,56,-362,242,199,124,1087,3,17,2
2718,65,28,561,33,1407,209,214,142,1729,3,9,6
2323,204,65,157,39,3190,254,205,56,-102,0,3,5
3378,73,17,1281,84,438,178,245,156,2193,2,22,1
2124,261,29,136,50,1169,190,190,176,388,3,2,4
3405,56,12,34,139,5293,264,239,88,1551,0,15,1
3125,231,14,201,-21,3323,181,236,153,872,2,32,2
3144,24,7,36,-10,1818,234,246,159,2698,2,37,7
2638,99,21,606,19,5380,253,208,91,2839,0,28,2
3204,3,8,230,-7,1382,203,251,148,2287,2,37,7
2941,204,11,138,92,6083,219,224,146,2170,2,3,1
2279,-19,49,-62,7,-358,243,201,137,1174,3,17,2
2724,171,6,63,21,3284,187,213,177,1776,2,30,1
3629,92,7,486,40,3275,232,251,141,1958,0,18,7
2073,258,21,151,248,1225,188,198,208,2277,3,9,4
2336,-9,11,-55,-22,1792,241,244,162,1047,1,16,3
3361,110,11,185,118,5401,264,238,101,1570,0,15,1
2161,335,24,149,54,1233,123,199,187,1410,3,9,4
2141,199,16,48,108,3621,264,206,96,-49,3,3,5
3217,87,15,1205,90,433,184,243,140,1599,2,22,1
2831,184,18,173,138,3140,261,232,107,293,2,0,5
3037,64,20,685,-9,4777,240,252,118,5542,0,28,2
2934,113,8,308,16,3690,238,243,143,1955,0,30,2
3375,16,4,276,-5,1910,218,221,155,1557,2,37,7
2786,196,20,263,126,3138,261,231,61,199,2,29,5
3277,82,14,143,85,597,206,243,160,1914,2,22,1
2669,332,27,27,265,1241,147,201,167,368,3,19,3
2192,208,18,186,48,703,185,187,210,2093,3,9,4
2922,127,22,370,31,5037,242,213,109,5400,0,28,2
2316,322,19,153,38,1538,84,200,194,918,3,9,3
2533,280,13,60,36,1809,159,234,153,479,2,1,2
2879,91,14,353,-9,3518,239,235,112,6700,0,28,2
2402,139,20,59,34,694,231,208,121,561,2,3,1
2939,118,14,96,-8,5736,222,225,165,2404,0,21,1
2722,97,25,71,9,3720,232,214,118,2632,2,1,1
2789,0,17,595,61,1492,169,224,103,2541,2,31,2
3092,109,8,-51,-11,2891,241,246,175,1458,0,37,2
3172,261,12,45,3,2232,154,234,215,801,2,32,2
4016,-19,-3,-36,13,3297,233,251,114,1141,0,21,1
4010,-19,-3,-31,12,3287,229,251,114,1046,0,21,1
3134,126,2,65,96,1093,212,222,144,2192,0,29,1
2337,7,8,-39,-26,2004,235,240,165,775,3,5,3
2698,189,15,224,0,1469,148,234,228,1065,2,1,2
2590,301,28,26,267,748,147,225,227,422,3,19,3
3370,92,17,211,87,437,177,243,143,1933,2,22,1
2572,251,13,46,24,1407,154,236,158,1104,2,32,2
2772,89,14,365,72,1339,240,239,139,1295,0,28,2
2708,114,25,83,142,731,229,217,141,936,2,31,3
2888,94,12,507,-12,4219,254,250,129,472,0,28,2
3039,279,13,173,53,223,143,235,181,227,2,31,2
2955,190,14,109,-8,5122,233,232,123,1935,0,21,1
3066,193,34,30,57,2817,258,182,51,389,0,3,5
2712,226,25,396,-24,750,206,220,254,1376,2,25,3
2477,155,13,64,7,1655,131,235,191,732,2,32,2
4004,-15,-3,42,13,3296,230,251,137,1130,0,21,1
3065,246,13,105,-3,4608,222,238,140,1911,0,21,1
2185,220,20,274,108,525,131,192,177,389,3,9,4
2795,200,17,-12,5,787,194,202,134,2570,2,3,2
2527,307,14,297,24,1911,162,239,208,1018,2,32,2
3338,224,17,671,4,215,137,217,165,3895,1,2,1
3633,46,6,485,68,3254,230,250,130,1740,0,18,7
2023,227,20,409,35,3738,238,222,44,1065,2,30,2
3387,269,24,24,132,5451,264,238,82,1543,0,15,1
2710,227,-3,455,212,2102,233,259,175,952,2,23,1
3359,269,17,21,136,5468,264,241,78,1833,0,15,1
2241,-16,49,-58,10,-327,243,200,126,1164,3,17,2
3204,95,18,36,133,5313,264,239,63,1559,0,15,1
3152,136,5,100,17,1258,212,220,139,2732,0,29,1
3394,96,18,1291,91,484,166,244,187,2331,2,22,1
2657,269,14,91,69,686,122,231,220,703,2,32,2
2643,285,17,213,65,1923,139,235,220,819,2,32,2
4000,-14,-2,42,13,3294,233,250,124,429,0,21,1
3151,129,2,27,64,1425,217,230,136,3194,0,29,1
2069,360,28,41,-116,-333,193,217,51,111,3,11,6
3360,336,1,364,-3,353,121,243,186,4051,1,31,1
3631,56,8,485,97,3196,231,250,137,1205,0,18,7
2647,101,15,109,-9,2133,230,237,135,2181,0,22,1
3280,81,18,1127,60,566,180,246,154,2355,2,22,2
2926,133,8,-36,-11,3805,228,245,175,1397,0,37,2
2089,245,18,250,88,720,194,247,194,89,3,9,6
2935,179,9,55,73,1152,240,201,103,1858,2,24,5
2661,321,27,81,263,904,147,225,187,376,3,19,3
2432,286,12,154,61,1017,173,234,185,536,2,31,2
